fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	line	aoi	char_index_in_line	original_fixation_index	is_fixation_adjusted	reader_id	text_id	word_index_in_text	sent_index_in_text	char_index_in_text	word	character	text_id_numeric	text_domain_numeric	reader_discipline_numeric	level_of_studies_numeric	expert_reading_label_numeric	expert_reading_label	word_with_punct	word_index_in_sent	word_length	STTS_punctuation_before	STTS_punctuation_after	is_in_quote	is_in_parentheses	is_clause_beginning	is_sent_beginning	is_clause_end	is_sent_end	is_abbreviation	is_expert_technical_term	is_general_technical_term	contains_symbol	contains_hyphen	contains_abbreviation	STTS_PoS_tag	type	type_length_chars	PoS_tag	lemma	lemma_length_chars	syllables	type_length_syllables	annotated_type_frequency_normalized	type_frequency_normalized	lemma_frequency_normalized	familiarity_normalized	regularity_normalized	document_frequency_normalized	sentence_frequency_normalized	cumulative_syllable_corpus_frequency_normalized	cumulative_syllable_lexicon_frequency_normalized	cumulative_character_corpus_frequency_normalized	cumulative_character_lexicon_frequency_normalized	cumulative_character_bigram_corpus_frequency_normalized	cumulative_character_bigram_lexicon_frequency_normalized	cumulative_character_trigram_corpus_frequency_normalized	cumulative_character_trigram_lexicon_frequency_normalized	initial_letter_frequency_normalized	initial_bigram_frequency_normalized	initial_trigram_frequency_normalized	avg_cond_prob_in_bigrams	avg_cond_prob_in_trigrams	neighbors_coltheart_higher_freq_cum_freq_normalized	neighbors_coltheart_higher_freq_count_normalized	neighbors_coltheart_all_cum_freq_normalized	neighbors_coltheart_all_count_normalized	neighbors_levenshtein_higher_freq_cum_freq_normalized	neighbors_levenshtein_higher_freq_count_normalized	neighbors_levenshtein_all_cum_freq_normalized	neighbors_levenshtein_all_count_normalized	sent_surprisal_gpt2-base	text_surprisal_gpt2-base	sent_surprisal_gpt2-large	text_surprisal_gpt2-large	sent_surprisal_llama-7b	text_surprisal_llama-7b	sent_surprisal_llama-13b	text_surprisal_llama-13b	sent_surprisal_bert-base	text_surprisal_bert-base	FFD	SFD	FD	FPRT	FRT	TFT	TFC	RRT	RPD_inc	RPD_exc	RBRT	Fix	FPF	RR	FPReg	TRC_out	TRC_in	LP	SL_in	SL_out	mean_acc_tq	mean_acc_bq	gender_numeric	age	discipline_level_of_studies_numeric
1	physics	9	1	0	1	1	1	1	170	27	NA	67	2	99	1	1	False	67	p3	15	1	99	bisher	b	9	1	0	1	0	non-expert_reading	bisher	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADV	bisher	6.0	adv	bisher	6.0	bis-her	2.0	194.812132475	194.812132475	208.816042795	198.082164073	10.7021464225	1325.73560929	356.101459509	4073.67456402	5468.36873603	2039366.74138	4625979.2464	384652.214604	670414.98643	224645.513655	176592.265345	20337.830725	2547.64074292	1522.82919014	0.00867596110418	0.173756621289	0.0	0.0	15.9087037262	4.28085856899	0.0	0.0	16.0558551481	7.27745956729	1.7441505193710327	1.7441474199295044	2.3584041595458984	2.358396291732788	0.1380069702863693	0.1342301666736602	0.3674902617931366	0.3779417872428894	26.38323402404785	25.842798233032227	170	170	170	170	170	412	2	242	2695	2525	170	1	1	1	1	1	1	1	15	-13	0.6666666666666666	1.0	0.0	41.0	1
2	physics	9	1	0	1	1	1	1	51	19	27.0	67	1	9	9	2	False	67	p3	2	1	9	entscheidende	h	9	1	0	1	0	non-expert_reading	entscheidende	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADJA	entscheidende	13.0	adja	entscheidend	12.0	ent-schei-den-de	4.0	21.6884845764	21.6884845764	80.1648246347	116.135172217	155.823251911	167.923148685	41.0772895507	43529.3281	65648.2504131	5741798.54207	11945498.2491	1130617.32466	2039953.25302	332846.485579	564178.631666	45007.5949345	2892.41652449	2177.579442	0.00380117951396	0.123542216795	0.0	0.0	3.99761362904	0.856171713799	22.0972385262	0.428085856899	53.3423904489	3.4246868552	8.724937438964844	8.724937438964844	8.58006763458252	8.580068588256836	9.570663452148438	9.567480087280272	9.708961486816406	9.752764701843262	0.8933440446853638	1.086492657661438	0	0	51	0	257	609	4	609	0	0	0	1	0	1	0	0	2	6	-13	1	0.6666666666666666	1.0	0.0	41.0	1
3	physics	9	1	0	1	1	1	1	206	40	19.0	67	1	9	9	3	False	67	p3	2	1	9	entscheidende	h	9	1	0	1	0	non-expert_reading	entscheidende	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADJA	entscheidende	13.0	adja	entscheidend	12.0	ent-schei-den-de	4.0	21.6884845764	21.6884845764	80.1648246347	116.135172217	155.823251911	167.923148685	41.0772895507	43529.3281	65648.2504131	5741798.54207	11945498.2491	1130617.32466	2039953.25302	332846.485579	564178.631666	45007.5949345	2892.41652449	2177.579442	0.00380117951396	0.123542216795	0.0	0.0	3.99761362904	0.856171713799	22.0972385262	0.428085856899	53.3423904489	3.4246868552	8.724937438964844	8.724937438964844	8.58006763458252	8.580068588256836	9.570663452148438	9.567480087280272	9.708961486816406	9.752764701843262	0.8933440446853638	1.086492657661438	0	0	51	0	257	609	4	609	0	0	0	1	0	1	0	0	2	6	-13	1	0.6666666666666666	1.0	0.0	41.0	1
4	physics	9	1	0	1	1	1	1	232	39	40.0	67	1	23	23	4	False	67	p3	3	1	23	Durchbruch	r	9	1	0	1	0	non-expert_reading	Durchbruch	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NN	Durchbruch	10.0	nn	Durchbruch	10.0	durch-bruch	2.0	7.97070202109	7.97070202109	9.01711213258	17.1513157336	38.0996412641	74.1282368069	14.975286897	3477.53145347	3342.06628481	1834755.58316	4398208.46069	363117.290711	717452.204214	116203.875581	95768.7993904	19121.5915224	897.590973444	345.266286317	0.00718004713538	0.180552372693	0.0	0.0	0.00817507899599	0.428085856899	0.0	0.0	0.523205055744	2.9966009983	4.796452045440674	4.796449661254883	4.861763954162598	4.861759185791016	5.713334083557129	5.670253276824951	3.354314088821411	3.328325033187866	1.698464274406433	1.8026785850524905	0	0	232	0	232	392	2	392	0	0	0	1	0	1	0	0	0	7	1	2	0.6666666666666666	1.0	0.0	41.0	1
5	physics	9	1	0	1	1	1	1	263	36	39.0	67	1	34	34	5	False	67	p3	5	1	34	Aufstellung	t	9	1	0	1	0	non-expert_reading	Aufstellung	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NN	Aufstellung	11.0	nn	Aufstellung	11.0	auf-stel-lung	3.0	19.6774151434	19.6774151434	20.7565255708	55.165433065	177.655630613	160.106906029	36.5924626976	12787.5484914	17288.6754167	2705374.543	6586531.13468	346251.105383	907296.295345	125026.322732	323749.347169	19822.5963712	5396.67212318	1676.8558535	0.0172957705287	0.115671742067	21.1162290466	0.428085856899	21.1489293626	1.7123434276	21.1162290466	0.428085856899	21.1816296786	2.5685151414	9.54014492034912	9.540143966674805	9.919479370117188	9.919480323791504	9.044544219970703	9.013192176818848	9.358099937438965	9.330480575561523	4.860814094543457	4.885765552520752	0	0	263	0	263	629	3	629	0	0	0	1	0	1	0	0	1	5	2	2	0.6666666666666666	1.0	0.0	41.0	1
6	physics	9	1	0	1	1	1	1	176	26	36.0	67	1	48	48	6	False	67	p3	7	1	48	Ordnungsschemas	d	9	1	0	1	0	non-expert_reading	Ordnungsschemas	7	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NN	Ordnungsschemas	15.0	nn	Ordnungsschema	14.0	ord-nungs-sche-mas	4.0	0.00817507899599	0.00817507899599	0.106276026948	3.74418618016	56.0792472538	0.126068429944	0.0155184320176	4821.69429215	17145.2666547	4104580.38476	9433027.25195	471177.822953	1127507.51291	183278.085196	470552.40199	3462.11325449	897.026892993	204.842954403	0.000928505	0.058823529	0.0	0.0	0.0	0.0	0.0654006319679	0.428085856899	0.0654006319679	0.428085856899	16.475404739379883	16.47540283203125	15.99459171295166	15.994600296020508	17.868450164794922	17.787513732910156	15.46906280517578	15.515189170837402	4.575259020552039	4.951625423738733	0	0	176	0	587	1659	8	1659	0	0	0	1	0	1	0	1	0	3	2	1	0.6666666666666666	1.0	0.0	41.0	1
7	physics	9	1	0	1	1	1	1	221	24	26.0	67	1	54	54	7	False	67	p3	7	1	54	Ordnungsschemas	s	9	1	0	1	0	non-expert_reading	Ordnungsschemas	7	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NN	Ordnungsschemas	15.0	nn	Ordnungsschema	14.0	ord-nungs-sche-mas	4.0	0.00817507899599	0.00817507899599	0.106276026948	3.74418618016	56.0792472538	0.126068429944	0.0155184320176	4821.69429215	17145.2666547	4104580.38476	9433027.25195	471177.822953	1127507.51291	183278.085196	470552.40199	3462.11325449	897.026892993	204.842954403	0.000928505	0.058823529	0.0	0.0	0.0	0.0	0.0654006319679	0.428085856899	0.0654006319679	0.428085856899	16.475404739379883	16.47540283203125	15.99459171295166	15.994600296020508	17.868450164794922	17.787513732910156	15.46906280517578	15.515189170837402	4.575259020552039	4.951625423738733	0	0	176	0	587	1659	8	1659	0	0	0	1	0	1	0	1	0	3	2	1	0.6666666666666666	1.0	0.0	41.0	1
8	physics	9	1	0	1	1	1	1	190	27	24.0	67	1	58	58	8	False	67	p3	7	1	58	Ordnungsschemas	m	9	1	0	1	0	non-expert_reading	Ordnungsschemas	7	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NN	Ordnungsschemas	15.0	nn	Ordnungsschema	14.0	ord-nungs-sche-mas	4.0	0.00817507899599	0.00817507899599	0.106276026948	3.74418618016	56.0792472538	0.126068429944	0.0155184320176	4821.69429215	17145.2666547	4104580.38476	9433027.25195	471177.822953	1127507.51291	183278.085196	470552.40199	3462.11325449	897.026892993	204.842954403	0.000928505	0.058823529	0.0	0.0	0.0	0.0	0.0654006319679	0.428085856899	0.0654006319679	0.428085856899	16.475404739379883	16.47540283203125	15.99459171295166	15.994600296020508	17.868450164794922	17.787513732910156	15.46906280517578	15.515189170837402	4.575259020552039	4.951625423738733	0	0	176	0	587	1659	8	1659	0	0	0	1	0	1	0	1	0	3	2	1	0.6666666666666666	1.0	0.0	41.0	1
9	physics	9	1	0	1	1	1	1	171	31	27.0	67	1	65	65	9	False	67	p3	8	1	65	gelang	n	9	1	0	1	0	non-expert_reading	gelang	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VVFIN	gelang	6.0	vvfin	gelingen	8.0	ge-lang	2.0	41.6275022476	41.6275022476	123.705295367	227.299896405	28.6817524123	272.559945538	78.6629318974	43721.295305	95027.7827721	1923607.26309	4498643.82401	237243.596516	606024.452264	97085.3742384	147434.909545	23747.2147199	15623.9820749	965.893758456	0.0257635944717	0.164119905876	0.0	0.0	3.13923033446	2.9966009983	0.0	0.0	34.3762071781	5.13703028279	7.118438720703125	7.11844539642334	8.01133918762207	8.011347770690918	0.0004615910293068	0.0004602803383022	0.0001176526493509	0.0001113352773245	0.0063304374925792	0.0037202688399702	0	0	171	0	171	549	3	549	0	0	0	1	0	1	0	0	1	5	1	2	0.6666666666666666	1.0	0.0	41.0	1
10	physics	9	1	0	1	1	1	1	206	25	31.0	67	1	72	72	10	False	67	p3	10	1	72	Quarkmodell	a	9	1	0	1	0	non-expert_reading	Quarkmodell,	10	11	0	$,	0	0	0	0	0	0	0	1	0	0	0	0	NN	Quarkmodell	11.0	nn	Quarkmodell	11.0	quark-mo-dell	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.16240119934082	25.16239356994629	24.739978790283203	24.73996925354004	23.76380157470703	23.83549118041992	23.67433738708496	23.66709518432617	28.76323325186968	27.991462172474712	0	0	206	0	349	1086	7	1086	0	0	0	1	0	1	0	1	1	3	2	1	0.6666666666666666	1.0	0.0	41.0	1
11	physics	9	1	0	1	1	1	1	143	28	25.0	67	1	77	77	11	False	67	p3	10	1	77	Quarkmodell	d	9	1	0	1	0	non-expert_reading	Quarkmodell,	10	11	0	$,	0	0	0	0	0	0	0	1	0	0	0	0	NN	Quarkmodell	11.0	nn	Quarkmodell	11.0	quark-mo-dell	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.16240119934082	25.16239356994629	24.739978790283203	24.73996925354004	23.76380157470703	23.83549118041992	23.67433738708496	23.66709518432617	28.76323325186968	27.991462172474712	0	0	206	0	349	1086	7	1086	0	0	0	1	0	1	0	1	1	3	2	1	0.6666666666666666	1.0	0.0	41.0	1
12	physics	9	1	0	1	1	1	1	202	27	28.0	67	1	83	83	12	False	67	p3	11	1	83	das	a	9	1	0	1	0	non-expert_reading	das	11	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	PRELS	das	3.0	prels	die	3.0	das	1.0	865.29941141	7683.24989344	10789.1994813	7683.24989344	0.428085856899	6503.8703008	12246.2154424	9530.4416929	290.670296835	734069.119328	1662118.68252	216547.190476	169684.671958	215247.31204	124039.161294	110461.430317	19319.7963127	7903.50287175	0.0288325249482	0.178984875387	0.0	0.0	15300.9683536	34.6749544089	0.0	0.0	16474.0513142	50.942216971	4.436896324157715	4.436901092529297	3.313539743423462	3.3135242462158203	3.7140145301818848	3.692684173583984	4.708933830261231	4.662076473236084	1.287293553352356	1.831843376159668	0	0	202	0	202	551	3	551	0	0	0	1	0	1	0	0	0	2	1	2	0.6666666666666666	1.0	0.0	41.0	1
