id	fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	aoi	reader_id	item_id	fixation_position_x	fixation_position_y
36	1	bio	12	0	0	0	0	1	0	206	43	.	36	.	36	b0	73.3	41.3
36	2	bio	12	0	0	0	0	1	0	224	23	43	36	7	36	b0	192.1	40.2
36	3	bio	12	0	0	0	0	1	0	139	115	23	36	11	36	b0	256.5	42.0
36	4	bio	12	0	0	0	0	1	0	197	39	115	36	22	36	b0	436.2	61.7
36	5	bio	12	0	0	0	0	1	0	292	15	39	36	29	36	b0	538.1	60.0
36	6	bio	12	0	0	0	0	1	0	235	25	15	36	28	36	b0	518.6	59.4
36	7	bio	12	0	0	0	0	1	0	181	23	25	36	31	36	b0	560.7	56.4
36	8	bio	12	0	0	0	0	1	0	215	38	23	36	34	36	b0	606.7	58.4
36	9	bio	12	0	0	0	0	1	0	404	47	38	36	39	36	b0	678.8	58.5
36	10	bio	12	0	0	0	0	1	0	332	45	47	36	50	36	b0	829.7	61.2
36	11	bio	12	0	0	0	0	1	0	203	45	45	36	59	36	b0	966.2	58.4
36	12	bio	12	0	0	0	0	1	0	181	46	45	36	68	36	b0	1120.1	60.9
36	13	bio	12	0	0	0	0	1	0	175	31	46	36	78	36	b0	1277.5	63.2
36	14	bio	12	0	0	0	0	1	0	143	109	31	36	86	36	b0	1411.9	54.0
36	15	bio	12	0	0	0	0	1	0	201	31	109	36	97	36	b0	186.4	122.3
36	16	bio	12	0	0	0	0	1	0	199	20	31	36	94	36	b0	146.1	133.1
36	17	bio	12	0	0	0	0	1	0	129	36	20	36	93	36	b0	129.7	137.5
36	18	bio	12	0	0	0	0	1	0	184	38	36	36	97	36	b0	183.8	138.1
36	19	bio	12	0	0	0	0	1	0	326	45	38	36	102	36	b0	252.5	132.8
36	20	bio	12	0	0	0	0	1	0	170	46	45	36	109	36	b0	376.3	131.6
36	21	bio	12	0	0	0	0	1	0	143	131	46	36	117	36	b0	505.2	140.6
36	22	bio	12	0	0	0	0	1	0	231	48	131	36	124	36	b0	609.5	162.4
36	23	bio	12	0	0	0	0	1	0	195	45	48	36	133	36	b0	739.2	146.2
36	24	bio	12	0	0	0	0	1	0	157	34	45	36	141	36	b0	877.8	153.2
36	25	bio	12	0	0	0	0	1	0	168	42	34	36	145	36	b0	942.5	155.0
36	26	bio	12	0	0	0	0	1	0	160	42	42	36	151	36	b0	1053.1	158.7
36	27	bio	12	0	0	0	0	1	0	180	19	42	36	157	36	b0	1139.6	159.7
36	28	bio	12	0	0	0	0	1	0	345	25	19	36	155	36	b0	1101.9	159.2
36	29	bio	12	0	0	0	0	1	0	187	26	25	36	158	36	b0	1152.2	161.7
36	30	bio	12	0	0	0	0	1	0	189	48	26	36	163	36	b0	1219.5	164.2
36	31	bio	12	0	0	0	0	1	0	204	42	48	36	171	36	b0	1365.1	165.0
36	32	bio	12	0	0	0	0	1	0	210	115	42	36	179	36	b0	1481.6	165.2
36	33	bio	12	0	0	0	0	1	0	349	47	115	36	191	36	b0	173.1	238.0
36	34	bio	12	0	0	0	0	1	0	162	44	47	36	199	36	b0	302.7	233.3
36	35	bio	12	0	0	0	0	1	0	142	170	44	36	207	36	b0	430.3	228.6
36	36	bio	12	0	0	0	0	1	0	392	46	170	36	213	36	b0	517.6	237.2
36	37	bio	12	0	0	0	0	1	0	156	25	46	36	219	36	b0	608.2	228.2
36	38	bio	12	0	0	0	0	1	0	280	47	25	36	222	36	b0	657.1	227.1
36	39	bio	12	0	0	0	0	1	0	229	42	47	36	230	36	b0	798.2	231.9
36	40	bio	12	0	0	0	0	1	0	220	47	42	36	236	36	b0	885.3	229.2
