id	fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	aoi	reader_id	item_id	fixation_position_x	fixation_position_y
12	1	bio	2	0	1	1	0	0	0	258	22	.	12	2	12	b0	96.7	54.7
12	2	bio	2	0	1	1	0	0	0	216	24	22	12	5	12	b0	161.8	48.0
12	3	bio	2	0	1	1	0	0	0	358	33	24	12	10	12	b0	237.6	49.5
12	4	bio	2	0	1	1	0	0	0	285	29	33	12	19	12	b0	378.6	53.9
12	5	bio	2	0	1	1	0	0	0	288	20	29	12	26	12	b0	496.8	49.6
12	6	bio	2	0	1	1	0	0	0	151	58	20	12	23	12	b0	452.8	56.9
12	7	bio	2	0	1	1	0	0	0	327	47	58	12	4	12	b0	146.6	53.8
12	8	bio	2	0	1	1	0	0	0	282	24	47	12	17	12	b0	339.9	51.8
12	9	bio	2	0	1	1	0	0	0	151	28	24	12	21	12	b0	407.4	53.2
12	10	bio	2	0	1	1	0	0	0	364	25	28	12	27	12	b0	512.2	47.9
12	11	bio	2	0	1	1	0	0	0	270	21	25	12	23	12	b0	447.5	53.9
12	12	bio	2	0	1	1	0	0	0	259	18	21	12	26	12	b0	488.3	49.3
12	13	bio	2	0	1	1	0	0	0	239	19	18	12	28	12	b0	519.8	44.9
12	14	bio	2	0	1	1	0	0	0	248	22	19	12	30	12	b0	554.8	43.2
12	15	bio	2	0	1	1	0	0	0	213	22	22	12	35	12	b0	613.2	42.1
12	16	bio	2	0	1	1	0	0	0	417	25	22	12	38	12	b0	661.6	38.7
12	17	bio	2	0	1	1	0	0	0	223	26	25	12	.	12	b0	731.3	18.3
12	18	bio	2	0	1	1	0	0	0	308	121	26	12	.	12	b0	810.3	10.9
12	19	bio	2	0	1	1	0	0	0	371	28	121	12	39	12	b0	679.4	30.4
12	20	bio	2	0	1	1	0	0	0	242	31	28	12	.	12	b0	791.3	8.7
