id	fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	aoi	reader_id	item_id	fixation_position_x	fixation_position_y
2	1	physik	2	1	1	0	1	0	1	224	20	.	2	1	2	p0	87.1	49.5
2	2	physik	2	1	1	0	1	0	1	208	11	20	2	5	2	p0	158.5	49.9
2	3	physik	2	1	1	0	1	0	1	280	6	11	2	7	2	p0	180.9	45.9
2	4	physik	2	1	1	0	1	0	1	284	14	6	2	8	2	p0	196.6	43.5
2	5	physik	2	1	1	0	1	0	1	215	22	14	2	5	2	p0	157.8	34.4
2	6	physik	2	1	1	0	1	0	1	330	22	22	2	2	2	p0	100.3	31.4
2	7	physik	2	1	1	0	1	0	1	321	11	22	2	5	2	p0	163.2	26.3
2	8	physik	2	1	1	0	1	0	1	286	29	11	2	8	2	p0	194.9	27.5
2	9	physik	2	1	1	0	1	0	1	247	28	29	2	16	2	p0	324.8	40.7
2	10	physik	2	1	1	0	1	0	1	176	20	28	2	22	2	p0	421.7	50.7
2	11	physik	2	1	1	0	1	0	1	537	25	20	2	25	2	p0	482.3	59.5
2	12	physik	2	1	1	0	1	0	1	396	31	25	2	29	2	p0	549.4	63.9
2	13	physik	2	1	1	0	1	0	1	501	22	31	2	39	2	p0	706.3	72.2
2	14	physik	2	1	1	0	1	0	1	534	33	22	2	44	2	p0	774.1	67.5
2	15	physik	2	1	1	0	1	0	1	290	22	33	2	52	2	p0	899.4	62.8
2	16	physik	2	1	1	0	1	0	1	187	11	22	2	57	2	p0	971.8	68.2
2	17	physik	2	1	1	0	1	0	1	151	27	11	2	59	2	p0	993.9	67.3
2	18	physik	2	1	1	0	1	0	1	229	30	27	2	51	2	p0	887.9	66.2
2	19	physik	2	1	1	0	1	0	1	287	16	30	2	41	2	p0	730.8	74.1
2	20	physik	2	1	1	0	1	0	1	305	30	16	2	43	2	p0	762.4	76.2
2	21	physik	2	1	1	0	1	0	1	246	26	30	2	51	2	p0	890.5	79.3
2	22	physik	2	1	1	0	1	0	1	258	29	26	2	57	2	p0	968.0	75.9
2	23	physik	2	1	1	0	1	0	1	195	32	29	2	64	2	p0	1079.7	80.6
2	24	physik	2	1	1	0	1	0	1	180	16	32	2	72	2	p0	1221.3	81.1
2	25	physik	2	1	1	0	1	0	1	242	32	16	2	70	2	p0	1182.3	76.1
2	26	physik	2	1	1	0	1	0	1	409	23	32	2	81	2	p0	1355.8	67.5
2	27	physik	2	1	1	0	1	0	1	180	23	23	2	85	2	p0	1427.0	61.0
2	28	physik	2	1	1	0	1	0	1	208	14	23	2	91	2	p0	1521.0	61.7
2	29	physik	2	1	1	0	1	0	1	347	20	14	2	94	2	p0	1559.8	61.3
2	30	physik	2	1	1	0	1	0	1	275	100	20	2	.	2	p0	1603.1	39.2
2	31	physik	2	1	1	0	1	0	1	122	55	100	2	22	2	p0	422.9	93.7
2	32	physik	2	1	1	0	1	0	1	147	13	55	2	4	2	p0	134.7	86.9
2	33	physik	2	1	1	0	1	0	1	219	7	13	2	3	2	p0	125.7	97.9
2	34	physik	2	1	1	0	1	0	1	222	31	7	2	101	2	p0	143.4	112.1
2	35	physik	2	1	1	0	1	0	1	228	24	31	2	110	2	p0	316.7	130.0
2	36	physik	2	1	1	0	1	0	1	172	23	24	2	108	2	p0	268.0	130.6
2	37	physik	2	1	1	0	1	0	1	189	28	23	2	112	2	p0	341.7	146.1
2	38	physik	2	1	1	0	1	0	1	368	16	28	2	122	2	p0	495.2	154.4
2	39	physik	2	1	1	0	1	0	1	854	6	16	2	121	2	p0	475.3	149.6
2	40	physik	2	1	1	0	1	0	1	952	36	6	2	121	2	p0	474.7	150.5
2	41	physik	2	1	1	0	1	0	1	151	27	36	2	35	2	p0	638.9	81.9
2	42	physik	2	1	1	0	1	0	1	171	32	27	2	40	2	p0	720.8	67.1
2	43	physik	2	1	1	0	1	0	1	268	21	32	2	52	2	p0	897.2	62.8
2	44	physik	2	1	1	0	1	0	1	332	30	21	2	56	2	p0	948.1	53.6
2	45	physik	2	1	1	0	1	0	1	212	32	30	2	65	2	p0	1099.1	56.7
2	46	physik	2	1	1	0	1	0	1	286	32	32	2	75	2	p0	1261.0	54.2
2	47	physik	2	1	1	0	1	0	1	192	30	32	2	84	2	p0	1414.0	46.4
2	48	physik	2	1	1	0	1	0	1	224	84	30	2	92	2	p0	1527.9	43.3
2	49	physik	2	1	1	0	1	0	1	230	19	84	2	131	2	p0	644.4	127.7
2	50	physik	2	1	1	0	1	0	1	732	27	19	2	129	2	p0	609.6	126.0
2	51	physik	2	1	1	0	1	0	1	252	24	27	2	134	2	p0	691.9	139.6
2	52	physik	2	1	1	0	1	0	1	367	23	24	2	138	2	p0	753.5	154.0
2	53	physik	2	1	1	0	1	0	1	243	21	23	2	141	2	p0	820.2	151.7
2	54	physik	2	1	1	0	1	0	1	184	21	21	2	145	2	p0	894.0	152.6
2	55	physik	2	1	1	0	1	0	1	431	31	21	2	149	2	p0	949.7	149.5
2	56	physik	2	1	1	0	1	0	1	353	29	31	2	157	2	p0	1084.4	143.1
2	57	physik	2	1	1	0	1	0	1	258	15	29	2	167	2	p0	1233.2	146.9
2	58	physik	2	1	1	0	1	0	1	152	63	15	2	165	2	p0	1212.5	143.4
2	59	physik	2	1	1	0	1	0	1	179	32	63	2	136	2	p0	726.0	136.4
2	60	physik	2	1	1	0	1	0	1	224	22	32	2	133	2	p0	669.6	137.5
2	61	physik	2	1	1	0	1	0	1	389	32	22	2	130	2	p0	621.3	137.7
2	62	physik	2	1	1	0	1	0	1	340	7	32	2	139	2	p0	783.6	139.0
2	63	physik	2	1	1	0	1	0	1	332	22	7	2	139	2	p0	769.2	136.1
2	64	physik	2	1	1	0	1	0	1	266	19	22	2	142	2	p0	832.5	138.1
2	65	physik	2	1	1	0	1	0	1	224	27	19	2	145	2	p0	883.8	143.5
2	66	physik	2	1	1	0	1	0	1	234	33	27	2	149	2	p0	959.1	154.2
2	67	physik	2	1	1	0	1	0	1	180	29	33	2	161	2	p0	1140.0	162.5
2	68	physik	2	1	1	0	1	0	1	193	34	29	2	168	2	p0	1248.8	169.5
2	69	physik	2	1	1	0	1	0	1	296	27	34	2	179	2	p0	1410.6	163.7
2	70	physik	2	1	1	0	1	0	1	276	23	27	2	185	2	p0	1507.4	153.3
2	71	physik	2	1	1	0	1	0	1	161	119	23	2	188	2	p0	1574.7	151.3
2	72	physik	2	1	1	0	1	0	1	95	41	119	2	107	2	p0	252.4	164.5
2	73	physik	2	1	1	0	1	0	1	251	24	41	2	194	2	p0	141.9	212.2
2	74	physik	2	1	1	0	1	0	1	195	10	24	2	198	2	p0	199.1	209.1
2	75	physik	2	1	1	0	1	0	1	190	25	10	2	196	2	p0	173.3	208.4
2	76	physik	2	1	1	0	1	0	1	313	20	25	2	201	2	p0	247.2	208.1
2	77	physik	2	1	1	0	1	0	1	182	26	20	2	206	2	p0	305.1	212.5
2	78	physik	2	1	1	0	1	0	1	235	16	26	2	214	2	p0	431.9	210.9
2	79	physik	2	1	1	0	1	0	1	1170	35	16	2	212	2	p0	403.3	217.4
2	80	physik	2	1	1	0	1	0	1	240	25	35	2	220	2	p0	544.7	243.0
2	81	physik	2	1	1	0	1	0	1	188	22	25	2	223	2	p0	602.9	241.8
2	82	physik	2	1	1	0	1	0	1	226	21	22	2	221	2	p0	563.5	233.5
2	83	physik	2	1	1	0	1	0	1	176	26	21	2	218	2	p0	511.4	229.8
2	84	physik	2	1	1	0	1	0	1	198	28	26	2	224	2	p0	610.1	241.6
2	85	physik	2	1	1	0	1	0	1	247	21	28	2	229	2	p0	703.6	243.2
2	86	physik	2	1	1	0	1	0	1	441	28	21	2	232	2	p0	749.1	247.7
2	87	physik	2	1	1	0	1	0	1	221	19	28	2	240	2	p0	873.6	260.7
2	88	physik	2	1	1	0	1	0	1	331	30	19	2	331	2	p0	845.5	264.6
2	89	physik	2	1	1	0	1	0	1	278	27	30	2	342	2	p0	1004.7	265.7
2	90	physik	2	1	1	0	1	0	1	202	24	27	2	351	2	p0	1147.8	263.7
2	91	physik	2	1	1	0	1	0	1	165	28	24	2	262	2	p0	1246.9	261.6
2	92	physik	2	1	1	0	1	0	1	237	23	28	2	269	2	p0	1356.9	255.0
2	93	physik	2	1	1	0	1	0	1	110	36	23	2	265	2	p0	1307.4	256.9
2	94	physik	2	1	1	0	1	0	1	185	17	36	2	279	2	p0	1530.6	245.5
2	95	physik	2	1	1	0	1	0	1	135	19	17	2	275	2	p0	1479.9	243.6
2	96	physik	2	1	1	0	1	0	1	131	113	19	2	273	2	p0	1436.9	250.3
2	97	physik	2	1	1	0	1	0	1	358	28	113	2	287	2	p0	130.9	295.5
2	98	physik	2	1	1	0	1	0	1	214	27	28	2	295	2	p0	256.4	292.8
2	99	physik	2	1	1	0	1	0	1	255	36	27	2	305	2	p0	406.2	301.1
2	100	physik	2	1	1	0	1	0	1	177	6	36	2	313	2	p0	535.8	319.8
2	101	physik	2	1	1	0	1	0	1	162	27	6	2	312	2	p0	528.4	318.2
2	102	physik	2	1	1	0	1	0	1	215	27	27	2	318	2	p0	637.1	319.1
2	103	physik	2	1	1	0	1	0	1	221	31	27	2	325	2	p0	741.8	312.4
2	104	physik	2	1	1	0	1	0	1	314	36	31	2	335	2	p0	899.7	322.9
2	105	physik	2	1	1	0	1	0	1	196	26	36	2	348	2	p0	1106.9	329.5
2	106	physik	2	1	1	0	1	0	1	296	67	26	2	351	2	p0	1157.1	333.3
2	107	physik	2	1	1	0	1	0	1	204	22	67	2	232	2	p0	738.8	259.0
2	108	physik	2	1	1	0	1	0	1	147	157	22	2	227	2	p0	679.0	243.7
2	109	physik	2	1	1	0	1	0	1	150	21	157	2	221	2	p0	550.1	240.8
2	110	physik	2	1	1	0	1	0	1	201	26	21	2	219	2	p0	516.5	244.7
2	111	physik	2	1	1	0	1	0	1	332	29	26	2	224	2	p0	607.0	242.1
2	112	physik	2	1	1	0	1	0	1	515	28	29	2	230	2	p0	718.0	227.3
2	113	physik	2	1	1	0	1	0	1	326	33	28	2	239	2	p0	852.9	243.1
2	114	physik	2	1	1	0	1	0	1	301	29	33	2	247	2	p0	996.2	249.3
2	115	physik	2	1	1	0	1	0	1	176	11	29	2	256	2	p0	1145.3	244.2
2	116	physik	2	1	1	0	1	0	1	207	26	11	2	255	2	p0	1117.3	249.3
2	117	physik	2	1	1	0	1	0	1	248	33	26	2	246	2	p0	979.9	248.3
2	118	physik	2	1	1	0	1	0	1	190	31	33	2	236	2	p0	793.7	242.4
2	119	physik	2	1	1	0	1	0	1	224	43	31	2	227	2	p0	680.9	238.6
2	120	physik	2	1	1	0	1	0	1	188	21	43	2	221	2	p0	569.3	232.4
2	121	physik	2	1	1	0	1	0	1	180	27	21	2	220	2	p0	531.4	228.7
2	122	physik	2	1	1	0	1	0	1	265	25	27	2	224	2	p0	623.7	243.1
2	123	physik	2	1	1	0	1	0	1	250	23	25	2	229	2	p0	700.0	244.2
2	124	physik	2	1	1	0	1	0	1	291	33	23	2	232	2	p0	746.9	257.7
2	125	physik	2	1	1	0	1	0	1	259	20	33	2	334	2	p0	878.9	268.1
2	126	physik	2	1	1	0	1	0	1	295	45	20	2	238	2	p0	836.8	258.4
2	127	physik	2	1	1	0	1	0	1	389	29	45	2	247	2	p0	995.6	253.1
2	128	physik	2	1	1	0	1	0	1	220	21	29	2	256	2	p0	1148.2	258.5
2	129	physik	2	1	1	0	1	0	1	282	26	21	2	349	2	p0	1116.6	268.0
2	130	physik	2	1	1	0	1	0	1	226	50	26	2	249	2	p0	1021.1	254.9
2	131	physik	2	1	1	0	1	0	1	315	21	50	2	234	2	p0	769.4	241.6
2	132	physik	2	1	1	0	1	0	1	309	26	21	2	230	2	p0	717.1	238.4
2	133	physik	2	1	1	0	1	0	1	208	28	26	2	234	2	p0	767.6	238.1
2	134	physik	2	1	1	0	1	0	1	235	29	28	2	240	2	p0	890.5	246.9
2	135	physik	2	1	1	0	1	0	1	247	29	29	2	249	2	p0	1019.0	248.1
