id	fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	aoi	reader_id	item_id	fixation_position_x	fixation_position_y
66	1	physik	9	0	1	1	0	0	0	64	137	.	66	1	66	p0	82.0	45.8
66	2	physik	9	0	1	1	0	0	0	39	34	137	66	109	66	p0	293.3	155.9
66	3	physik	9	0	1	1	0	0	0	83	26	34	66	5	66	p0	155.6	78.0
66	4	physik	9	0	1	1	0	0	0	178	24	26	66	1	66	p0	88.5	42.1
66	5	physik	9	0	1	1	0	0	0	161	11	24	66	6	66	p0	164.5	53.9
66	6	physik	9	0	1	1	0	0	0	297	14	11	66	7	66	p0	189.7	49.6
66	7	physik	9	0	1	1	0	0	0	257	16	14	66	6	66	p0	170.2	48.7
66	8	physik	9	0	1	1	0	0	0	190	8	16	66	9	66	p0	216.1	48.0
66	9	physik	9	0	1	1	0	0	0	151	21	8	66	11	66	p0	238.1	46.0
66	10	physik	9	0	1	1	0	0	0	200	28	21	66	15	66	p0	311.6	47.7
66	11	physik	9	0	1	1	0	0	0	250	25	28	66	22	66	p0	424.9	50.0
66	12	physik	9	0	1	1	0	0	0	223	36	25	66	28	66	p0	529.8	37.1
66	13	physik	9	0	1	1	0	0	0	274	37	36	66	40	66	p0	711.0	42.7
66	14	physik	9	0	1	1	0	0	0	268	13	37	66	52	66	p0	896.8	47.5
66	15	physik	9	0	1	1	0	0	0	179	33	13	66	55	66	p0	935.3	52.3
66	16	physik	9	0	1	1	0	0	0	245	26	33	66	63	66	p0	1067.0	60.0
66	17	physik	9	0	1	1	0	0	0	232	18	26	66	69	66	p0	1171.5	64.5
66	18	physik	9	0	1	1	0	0	0	375	21	18	66	72	66	p0	1221.4	69.8
66	19	physik	9	0	1	1	0	0	0	255	36	21	66	70	66	p0	1173.7	65.1
66	20	physik	9	0	1	1	0	0	0	201	29	36	66	77	66	p0	1304.4	79.4
66	21	physik	9	0	1	1	0	0	0	391	19	29	66	85	66	p0	1430.7	84.9
66	22	physik	9	0	1	1	0	0	0	391	122	19	66	89	66	p0	1485.9	80.1
66	23	physik	9	0	1	1	0	0	0	132	22	122	66	103	66	p0	166.3	141.9
66	24	physik	9	0	1	1	0	0	0	224	24	22	66	100	66	p0	114.9	137.1
66	25	physik	9	0	1	1	0	0	0	179	24	24	66	104	66	p0	200.5	129.7
66	26	physik	9	0	1	1	0	0	0	430	35	24	66	110	66	p0	317.8	126.7
66	27	physik	9	0	1	1	0	0	0	364	33	35	66	121	66	p0	484.3	122.1
66	28	physik	9	0	1	1	0	0	0	277	32	33	66	129	66	p0	610.2	124.1
66	29	physik	9	0	1	1	0	0	0	196	26	32	66	138	66	p0	755.4	128.0
66	30	physik	9	0	1	1	0	0	0	233	27	26	66	143	66	p0	851.2	128.8
66	31	physik	9	0	1	1	0	0	0	615	9	27	66	148	66	p0	936.4	134.6
66	32	physik	9	0	1	1	0	0	0	225	24	9	66	149	66	p0	958.0	141.0
66	33	physik	9	0	1	1	0	0	0	323	30	24	66	156	66	p0	1073.3	142.8
66	34	physik	9	0	1	1	0	0	0	299	36	30	66	164	66	p0	1190.7	151.0
66	35	physik	9	0	1	1	0	0	0	207	28	36	66	175	66	p0	1358.7	165.9
66	36	physik	9	0	1	1	0	0	0	207	17	28	66	181	66	p0	1458.3	176.7
66	37	physik	9	0	1	1	0	0	0	178	104	17	66	185	66	p0	1507.9	178.6
66	38	physik	9	0	1	1	0	0	0	129	25	104	66	197	66	p0	179.4	213.5
66	39	physik	9	0	1	1	0	0	0	244	32	25	66	192	66	p0	119.7	209.8
66	40	physik	9	0	1	1	0	0	0	317	36	32	66	201	66	p0	234.8	197.7
66	41	physik	9	0	1	1	0	0	0	288	29	36	66	213	66	p0	415.2	198.6
66	42	physik	9	0	1	1	0	0	0	278	21	29	66	218	66	p0	513.1	203.3
