id	fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	aoi	reader_id	item_id	fixation_position_x	fixation_position_y
0	1	physik	1	0	0	0	0	1	1	194	39	.	0	2	0	p0	98.4	63.5
0	2	physik	1	0	0	0	0	1	1	181	38	39	0	117	0	p0	412.1	138.5
0	3	physik	1	0	0	0	0	1	1	232	13	38	0	7	0	p0	180.7	81.4
0	4	physik	1	0	0	0	0	1	1	255	19	13	0	6	0	p0	175.4	66.6
0	5	physik	1	0	0	0	0	1	1	180	25	19	0	3	0	p0	125.0	63.6
0	6	physik	1	0	0	0	0	1	1	170	24	25	0	11	0	p0	233.4	67.3
0	7	physik	1	0	0	0	0	1	1	227	30	24	0	18	0	p0	352.4	63.1
0	8	physik	1	0	0	0	0	1	1	260	22	30	0	26	0	p0	489.6	63.8
0	9	physik	1	0	0	0	0	1	1	210	38	22	0	31	0	p0	583.0	63.8
0	10	physik	1	0	0	0	0	1	1	272	11	38	0	43	0	p0	756.7	65.1
0	11	physik	1	0	0	0	0	1	1	233	42	11	0	40	0	p0	723.7	73.7
0	12	physik	1	0	0	0	0	1	1	490	21	42	0	55	0	p0	934.8	70.5
0	13	physik	1	0	0	0	0	1	1	188	23	21	0	58	0	p0	989.6	72.8
0	14	physik	1	0	0	0	0	1	1	226	36	23	0	65	0	p0	1091.9	66.9
0	15	physik	1	0	0	0	0	1	1	221	18	36	0	72	0	p0	1215.9	61.4
0	16	physik	1	0	0	0	0	1	1	220	35	18	0	75	0	p0	1266.3	67.0
0	17	physik	1	0	0	0	0	1	1	199	27	35	0	83	0	p0	1402.8	69.5
0	18	physik	1	0	0	0	0	1	1	451	30	27	0	91	0	p0	1515.0	63.4
0	19	physik	1	0	0	0	0	1	1	189	29	30	0	80	0	p0	1345.5	66.1
0	20	physik	1	0	0	0	0	1	1	247	38	29	0	88	0	p0	1471.7	77.6
0	21	physik	1	0	0	0	0	1	1	212	45	38	0	72	0	p0	1214.3	71.1
0	22	physik	1	0	0	0	0	1	1	213	54	45	0	51	0	p0	888.3	64.3
0	23	physik	1	0	0	0	0	1	1	197	25	54	0	82	0	p0	1385.4	61.8
0	24	physik	1	0	0	0	0	1	1	275	98	25	0	89	0	p0	1487.9	60.8
0	25	physik	1	0	0	0	0	1	1	142	19	98	0	199	0	p0	215.8	182.7
0	26	physik	1	0	0	0	0	1	1	152	21	19	0	103	0	p0	172.6	154.5
0	27	physik	1	0	0	0	0	1	1	249	26	21	0	100	0	p0	120.3	151.6
0	28	physik	1	0	0	0	0	1	1	207	28	26	0	106	0	p0	232.7	151.2
0	29	physik	1	0	0	0	0	1	1	193	22	28	0	113	0	p0	357.6	148.8
0	30	physik	1	0	0	0	0	1	1	240	42	22	0	109	0	p0	287.9	151.5
0	31	physik	1	0	0	0	0	1	1	462	38	42	0	124	0	p0	514.3	141.8
0	32	physik	1	0	0	0	0	1	1	418	26	38	0	33	0	p0	608.5	63.9
0	33	physik	1	0	0	0	0	1	1	281	40	26	0	127	0	p0	571.4	141.3
0	34	physik	1	0	0	0	0	1	1	262	39	40	0	36	0	p0	663.5	61.3
0	35	physik	1	0	0	0	0	1	1	322	24	39	0	50	0	p0	876.4	50.5
0	36	physik	1	0	0	0	0	1	1	365	10	24	0	56	0	p0	958.0	58.6
0	37	physik	1	0	0	0	0	1	1	173	43	10	0	54	0	p0	927.6	60.8
0	38	physik	1	0	0	0	0	1	1	265	29	43	0	68	0	p0	1134.8	53.6
0	39	physik	1	0	0	0	0	1	1	367	41	29	0	75	0	p0	1268.6	58.9
0	40	physik	1	0	0	0	0	1	1	342	93	41	0	89	0	p0	1487.6	62.7
0	41	physik	1	0	0	0	0	1	1	323	26	93	0	107	0	p0	238.4	171.0
0	42	physik	1	0	0	0	0	1	1	272	41	26	0	115	0	p0	383.3	159.0
0	43	physik	1	0	0	0	0	1	1	267	25	41	0	129	0	p0	599.8	145.8
0	44	physik	1	0	0	0	0	1	1	225	25	25	0	135	0	p0	706.9	146.4
0	45	physik	1	0	0	0	0	1	1	240	23	25	0	139	0	p0	786.8	148.7
0	46	physik	1	0	0	0	0	1	1	252	24	23	0	144	0	p0	871.6	147.1
0	47	physik	1	0	0	0	0	1	1	261	12	24	0	150	0	p0	973.9	143.2
0	48	physik	1	0	0	0	0	1	1	173	20	12	0	148	0	p0	945.8	148.1
0	49	physik	1	0	0	0	0	1	1	289	23	20	0	153	0	p0	1012.8	146.2
0	50	physik	1	0	0	0	0	1	1	444	36	23	0	159	0	p0	1109.5	138.7
0	51	physik	1	0	0	0	0	1	1	332	8	36	0	168	0	p0	1253.8	139.3
0	52	physik	1	0	0	0	0	1	1	170	36	8	0	167	0	p0	1231.6	141.1
0	53	physik	1	0	0	0	0	1	1	304	26	36	0	177	0	p0	1392.4	144.7
0	54	physik	1	0	0	0	0	1	1	232	24	26	0	184	0	p0	1497.4	155.1
0	55	physik	1	0	0	0	0	1	1	600	101	24	0	187	0	p0	1562.3	151.2
0	56	physik	1	0	0	0	0	1	1	149	26	101	0	201	0	p0	242.5	247.6
0	57	physik	1	0	0	0	0	1	1	363	26	26	0	195	0	p0	152.9	235.2
0	58	physik	1	0	0	0	0	1	1	217	39	26	0	203	0	p0	274.8	232.5
0	59	physik	1	0	0	0	0	1	1	543	24	39	0	215	0	p0	447.1	228.0
0	60	physik	1	0	0	0	0	1	1	473	22	24	0	221	0	p0	552.0	226.8
0	61	physik	1	0	0	0	0	1	1	376	24	22	0	224	0	p0	608.0	229.0
0	62	physik	1	0	0	0	0	1	1	383	23	24	0	229	0	p0	700.2	228.8
0	63	physik	1	0	0	0	0	1	1	244	27	23	0	236	0	p0	797.8	228.5
0	64	physik	1	0	0	0	0	1	1	286	39	27	0	241	0	p0	896.1	224.7
0	65	physik	1	0	0	0	0	1	1	367	37	39	0	250	0	p0	1034.6	220.4
0	66	physik	1	0	0	0	0	1	1	335	43	37	0	259	0	p0	1186.6	215.8
0	67	physik	1	0	0	0	0	1	1	189	43	43	0	176	0	p0	1376.3	162.6
0	68	physik	1	0	0	0	0	1	1	417	29	43	0	182	0	p0	1476.3	151.6
0	69	physik	1	0	0	0	0	1	1	139	99	29	0	188	0	p0	1567.5	150.8
0	70	physik	1	0	0	0	0	1	1	266	25	99	0	195	0	p0	152.8	249.7
0	71	physik	1	0	0	0	0	1	1	253	34	25	0	203	0	p0	273.1	236.1
0	72	physik	1	0	0	0	0	1	1	267	27	34	0	214	0	p0	442.6	229.8
0	73	physik	1	0	0	0	0	1	1	295	19	27	0	222	0	p0	574.9	219.5
0	74	physik	1	0	0	0	0	1	1	200	39	19	0	220	0	p0	537.5	226.7
0	75	physik	1	0	0	0	0	1	1	337	23	39	0	233	0	p0	755.3	215.7
0	76	physik	1	0	0	0	0	1	1	222	26	23	0	238	0	p0	840.6	222.0
0	77	physik	1	0	0	0	0	1	1	271	28	26	0	243	0	p0	926.9	223.6
0	78	physik	1	0	0	0	0	1	1	238	36	28	0	252	0	p0	1064.1	216.2
0	79	physik	1	0	0	0	0	1	1	441	26	36	0	261	0	p0	1219.7	213.5
0	80	physik	1	0	0	0	0	1	1	423	33	26	0	267	0	p0	1335.0	221.8
0	81	physik	1	0	0	0	0	1	1	294	93	33	0	276	0	p0	1485.2	224.2
0	82	physik	1	0	0	0	0	1	1	164	25	93	0	294	0	p0	237.2	304.8
0	83	physik	1	0	0	0	0	1	1	436	27	25	0	290	0	p0	171.8	308.9
0	84	physik	1	0	0	0	0	1	1	155	10	27	0	301	0	p0	331.6	293.5
0	85	physik	1	0	0	0	0	1	1	226	71	10	0	300	0	p0	329.0	294.0
0	86	physik	1	0	0	0	0	1	1	28	34	71	0	300	0	p0	328.9	292.0
0	87	physik	1	0	0	0	0	1	1	523	24	34	0	308	0	p0	453.6	300.3
0	88	physik	1	0	0	0	0	1	1	293	24	24	0	314	0	p0	556.1	293.4
0	89	physik	1	0	0	0	0	1	1	244	19	24	0	320	0	p0	658.3	292.0
0	90	physik	1	0	0	0	0	1	1	326	41	19	0	324	0	p0	724.2	291.1
0	91	physik	1	0	0	0	0	1	1	195	17	41	0	336	0	p0	919.3	284.9
0	92	physik	1	0	0	0	0	1	1	251	40	17	0	334	0	p0	877.1	288.0
0	93	physik	1	0	0	0	0	1	1	568	40	40	0	347	0	p0	1090.0	288.6
0	94	physik	1	0	0	0	0	1	1	192	25	40	0	358	0	p0	1276.8	288.8
0	95	physik	1	0	0	0	0	1	1	275	37	25	0	350	0	p0	1135.9	294.0
0	96	physik	1	0	0	0	0	1	1	297	14	37	0	359	0	p0	1300.8	292.7
0	97	physik	1	0	0	0	0	1	1	496	15	14	0	358	0	p0	1264.5	290.7
0	98	physik	1	0	0	0	0	1	1	149	113	15	0	356	0	p0	1237.5	293.4
0	99	physik	1	0	0	0	0	1	1	360	26	113	0	360	0	p0	1314.3	289.6
0	100	physik	1	0	0	0	0	1	1	227	104	26	0	368	0	p0	1439.7	289.4
0	101	physik	1	0	0	0	0	1	1	188	21	104	0	379	0	p0	207.9	364.7
0	102	physik	1	0	0	0	0	1	1	283	39	21	0	376	0	p0	168.4	378.8
0	103	physik	1	0	0	0	0	1	1	191	36	39	0	382	0	p0	250.4	361.8
0	104	physik	1	0	0	0	0	1	1	200	32	36	0	390	0	p0	391.6	359.8
0	105	physik	1	0	0	0	0	1	1	142	38	32	0	389	0	p0	387.6	361.0
0	106	physik	1	0	0	0	0	1	1	408	28	38	0	402	0	p0	572.9	371.8
0	107	physik	1	0	0	0	0	1	1	251	25	28	0	408	0	p0	690.0	375.2
0	108	physik	1	0	0	0	0	1	1	266	41	25	0	414	0	p0	777.3	373.1
0	109	physik	1	0	0	0	0	1	1	298	41	41	0	425	0	p0	947.1	362.1
0	110	physik	1	0	0	0	0	1	1	257	32	41	0	407	0	p0	670.0	369.7
0	111	physik	1	0	0	0	0	1	1	140	44	32	0	400	0	p0	550.6	366.8
0	112	physik	1	0	0	0	0	1	1	170	74	44	0	381	0	p0	245.8	362.6
0	113	physik	1	0	0	0	0	1	1	255	30	74	0	359	0	p0	1290.0	315.0
0	114	physik	1	0	0	0	0	1	1	222	121	30	0	366	0	p0	1413.2	312.6
0	115	physik	1	0	0	0	0	1	1	157	7	121	0	467	0	p0	195.9	430.8
0	116	physik	1	0	0	0	0	1	1	377	21	7	0	377	0	p0	179.1	410.9
0	117	physik	1	0	0	0	0	1	1	312	29	21	0	382	0	p0	260.7	387.2
0	118	physik	1	0	0	0	0	1	1	339	40	29	0	390	0	p0	398.2	382.0
0	119	physik	1	0	0	0	0	1	1	487	36	40	0	401	0	p0	569.5	377.6
0	120	physik	1	0	0	0	0	1	1	256	9	36	0	408	0	p0	694.7	382.1
0	121	physik	1	0	0	0	0	1	1	281	21	9	0	407	0	p0	670.9	380.0
0	122	physik	1	0	0	0	0	1	1	707	25	21	0	402	0	p0	582.3	376.5
0	123	physik	1	0	0	0	0	1	1	330	24	25	0	408	0	p0	679.7	382.0
0	124	physik	1	0	0	0	0	1	1	204	65	24	0	402	0	p0	571.2	371.0
0	125	physik	1	0	0	0	0	1	1	336	54	65	0	8	0	p0	196.4	65.7
0	126	physik	1	0	0	0	0	1	1	541	27	54	0	398	0	p0	513.6	389.7
0	127	physik	1	0	0	0	0	1	1	158	43	27	0	393	0	p0	432.1	376.5
0	128	physik	1	0	0	0	0	1	1	228	23	43	0	407	0	p0	674.9	375.8
0	129	physik	1	0	0	0	0	1	1	151	123	23	0	415	0	p0	786.6	373.2
0	130	physik	1	0	0	0	0	1	1	165	32	123	0	421	0	p0	888.3	356.6
0	131	physik	1	0	0	0	0	1	1	274	26	32	0	432	0	p0	1057.6	360.5
0	132	physik	1	0	0	0	0	1	1	438	41	26	0	441	0	p0	1193.0	372.4
0	133	physik	1	0	0	0	0	1	1	187	23	41	0	452	0	p0	1374.0	381.5
0	134	physik	1	0	0	0	0	1	1	287	87	23	0	456	0	p0	1453.4	393.8
0	135	physik	1	0	0	0	0	1	1	160	24	87	0	471	0	p0	262.4	453.8
0	136	physik	1	0	0	0	0	1	1	370	38	24	0	465	0	p0	177.1	472.5
0	137	physik	1	0	0	0	0	1	1	268	25	38	0	475	0	p0	335.1	447.5
0	138	physik	1	0	0	0	0	1	1	193	38	25	0	482	0	p0	436.3	456.3
0	139	physik	1	0	0	0	0	1	1	272	26	38	0	490	0	p0	596.1	460.0
0	140	physik	1	0	0	0	0	1	1	681	24	26	0	485	0	p0	513.3	453.1
0	141	physik	1	0	0	0	0	1	1	342	9	24	0	492	0	p0	615.6	448.7
0	142	physik	1	0	0	0	0	1	1	379	32	9	0	490	0	p0	595.6	446.1
0	143	physik	1	0	0	0	0	1	1	247	21	32	0	498	0	p0	715.5	449.0
0	144	physik	1	0	0	0	0	1	1	287	24	21	0	502	0	p0	777.9	448.9
0	145	physik	1	0	0	0	0	1	1	363	23	24	0	509	0	p0	893.7	444.2
0	146	physik	1	0	0	0	0	1	1	188	23	23	0	515	0	p0	985.9	441.2
0	147	physik	1	0	0	0	0	1	1	295	25	23	0	520	0	p0	1074.1	439.9
0	148	physik	1	0	0	0	0	1	1	211	24	25	0	526	0	p0	1179.4	447.2
0	149	physik	1	0	0	0	0	1	1	287	15	24	0	533	0	p0	1277.7	439.8
0	150	physik	1	0	0	0	0	1	1	299	24	15	0	530	0	p0	1230.6	441.8
0	151	physik	1	0	0	0	0	1	1	220	23	24	0	536	0	p0	1318.4	451.1
0	152	physik	1	0	0	0	0	1	1	231	24	23	0	541	0	p0	1401.7	462.2
0	153	physik	1	0	0	0	0	1	1	295	71	24	0	549	0	p0	1522.1	463.1
0	154	physik	1	0	0	0	0	1	1	162	53	71	0	495	0	p0	665.6	440.9
0	155	physik	1	0	0	0	0	1	1	182	35	53	0	381	0	p0	244.0	421.3
0	156	physik	1	0	0	0	0	1	1	215	27	35	0	382	0	p0	255.6	358.6
0	157	physik	1	0	0	0	0	1	1	346	55	27	0	377	0	p0	189.5	373.4
0	158	physik	1	0	0	0	0	1	1	300	49	55	0	321	0	p0	688.4	295.2
0	159	physik	1	0	0	0	0	1	1	256	40	49	0	344	0	p0	1051.1	308.2
0	160	physik	1	0	0	0	0	1	1	206	22	40	0	359	0	p0	1288.6	303.1
0	161	physik	1	0	0	0	0	1	1	183	92	22	0	364	0	p0	1377.6	305.7
0	162	physik	1	0	0	0	0	1	1	167	47	92	0	381	0	p0	241.5	377.7
0	163	physik	1	0	0	0	0	1	1	310	26	47	0	375	0	p0	161.1	381.3
0	164	physik	1	0	0	0	0	1	1	154	28	26	0	383	0	p0	289.5	371.2
0	165	physik	1	0	0	0	0	1	1	288	40	28	0	376	0	p0	164.4	379.6
0	166	physik	1	0	0	0	0	1	1	188	170	40	0	387	0	p0	353.4	365.0
0	167	physik	1	0	0	0	0	1	1	307	20	170	0	394	0	p0	451.9	381.3
0	168	physik	1	0	0	0	0	1	1	189	15	20	0	390	0	p0	397.4	387.4
0	169	physik	1	0	0	0	0	1	1	45	61	15	0	390	0	p0	398.4	389.8
0	170	physik	1	0	0	0	0	1	1	304	26	61	0	385	0	p0	323.5	367.0
0	171	physik	1	0	0	0	0	1	1	225	42	26	0	392	0	p0	416.4	382.9
0	172	physik	1	0	0	0	0	1	1	258	37	42	0	403	0	p0	583.8	379.9
0	173	physik	1	0	0	0	0	1	1	307	39	37	0	412	0	p0	745.8	382.5
0	174	physik	1	0	0	0	0	1	1	266	45	39	0	423	0	p0	908.4	376.8
