fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	aoi	reader_id	item_id	fixation_position_x	fixation_position_y
1	physik	10	0	1	0	1	0	1	265	33	.	41	2	41	p1	100.3	59.8
2	physik	10	0	1	0	1	0	1	158	23	33	41	6	41	p1	173.2	64.1
3	physik	10	0	1	0	1	0	1	241	23	23	41	4	41	p1	127.9	64.1
4	physik	10	0	1	0	1	0	1	191	24	23	41	7	41	p1	178.2	64.8
5	physik	10	0	1	0	1	0	1	267	24	24	41	9	41	p1	232.0	67.8
6	physik	10	0	1	0	1	0	1	231	35	24	41	13	41	p1	281.5	69.0
7	physik	10	0	1	0	1	0	1	442	24	35	41	17	41	p1	355.2	67.4
8	physik	10	0	1	0	1	0	1	565	24	24	41	21	41	p1	428.6	68.1
9	physik	10	0	1	0	1	0	1	277	33	24	41	24	41	p1	478.9	66.7
10	physik	10	0	1	0	1	0	1	217	19	33	41	28	41	p1	532.4	71.2
11	physik	10	0	1	0	1	0	1	223	27	19	41	26	41	p1	509.0	74.9
12	physik	10	0	1	0	1	0	1	260	25	27	41	32	41	p1	600.4	73.9
13	physik	10	0	1	0	1	0	1	238	24	25	41	35	41	p1	649.7	64.9
14	physik	10	0	1	0	1	0	1	293	19	24	41	31	41	p1	587.1	61.0
15	physik	10	0	1	0	1	0	1	276	32	19	41	33	41	p1	622.7	59.6
16	physik	10	0	1	0	1	0	1	283	25	32	41	37	41	p1	673.5	62.1
17	physik	10	0	1	0	1	0	1	235	33	25	41	41	41	p1	750.7	59.0
18	physik	10	0	1	0	1	0	1	189	37	33	41	44	41	p1	804.0	58.2
19	physik	10	0	1	0	1	0	1	304	25	37	41	49	41	p1	884.5	57.8
20	physik	10	0	1	0	1	0	1	276	21	25	41	51	41	p1	926.8	54.8
21	physik	10	0	1	0	1	0	1	211	25	21	41	54	41	p1	988.5	56.6
22	physik	10	0	1	0	1	0	1	246	21	25	41	58	41	p1	1048.0	55.9
23	physik	10	0	1	0	1	0	1	310	22	21	41	61	41	p1	1098.9	50.9
24	physik	10	0	1	0	1	0	1	209	23	22	41	65	41	p1	1171.5	55.9
25	physik	10	0	1	0	1	0	1	189	25	23	41	70	41	p1	1242.1	57.9
26	physik	10	0	1	0	1	0	1	136	37	25	41	67	41	p1	1201.2	55.9
27	physik	10	0	1	0	1	0	1	231	38	37	41	64	41	p1	1135.4	44.2
28	physik	10	0	1	0	1	0	1	255	25	38	41	68	41	p1	1217.2	56.1
29	physik	10	0	1	0	1	0	1	266	21	25	41	73	41	p1	1296.4	50.7
30	physik	10	0	1	0	1	0	1	518	21	21	41	77	41	p1	1350.6	50.3
31	physik	10	0	1	0	1	0	1	170	21	21	41	81	41	p1	1403.8	55.5
32	physik	10	0	1	0	1	0	1	204	37	21	41	84	41	p1	1455.7	55.2
33	physik	10	0	1	0	1	0	1	243	18	37	41	90	41	p1	1569.2	66.9
34	physik	10	0	1	0	1	0	1	346	18	18	41	92	41	p1	1603.9	70.6
35	physik	10	0	1	0	1	0	1	334	21	18	41	94	41	p1	1626.9	69.7
36	physik	10	0	1	0	1	0	1	260	21	21	41	90	41	p1	1569.6	61.3
37	physik	10	0	1	0	1	0	1	779	129	21	41	94	41	p1	1619.0	71.7
38	physik	10	0	1	0	1	0	1	94	40	129	41	103	41	p1	217.7	137.7
