fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	aoi	reader_id	item_id	fixation_position_x	fixation_position_y
1	physik	5	1	1	0	0	0	0	251	24	.	66	1	66	p1	85.1	51.9
2	physik	5	1	1	0	0	0	0	158	21	24	66	6	66	p1	172.8	55.2
3	physik	5	1	1	0	0	0	0	258	24	21	66	10	66	p1	236.7	57.5
4	physik	5	1	1	0	0	0	0	171	29	24	66	16	66	p1	343.6	59.9
5	physik	5	1	1	0	0	0	0	176	19	29	66	22	66	p1	443.8	68.3
6	physik	5	1	1	0	0	0	0	143	28	19	66	26	66	p1	501.7	77.6
7	physik	5	1	1	0	0	0	0	161	7	28	66	32	66	p1	604.6	82.3
8	physik	5	1	1	0	0	0	0	567	30	7	66	31	66	p1	587.9	81.3
9	physik	5	1	1	0	0	0	0	205	20	30	66	42	66	p1	760.4	68.4
10	physik	5	1	1	0	0	0	0	110	29	20	66	45	66	p1	816.7	61.9
11	physik	5	1	1	0	0	0	0	228	26	29	66	50	66	p1	918.3	83.1
12	physik	5	1	1	0	0	0	0	265	22	26	66	57	66	p1	1042.7	57.7
13	physik	5	1	1	0	0	0	0	133	33	22	66	61	66	p1	1092.5	58.3
14	physik	5	1	1	0	0	0	0	316	19	33	66	72	66	p1	1280.4	48.7
15	physik	5	1	1	0	0	0	0	230	30	19	66	76	66	p1	1336.3	48.2
16	physik	5	1	1	0	0	0	0	234	25	30	66	83	66	p1	1451.1	48.4
17	physik	5	1	1	0	0	0	0	206	142	25	66	89	66	p1	1563.1	30.1
18	physik	5	1	1	0	0	0	0	133	7	142	66	99	66	p1	142.6	147.3
19	physik	5	1	1	0	0	0	0	152	29	7	66	98	66	p1	130.2	139.0
20	physik	5	1	1	0	0	0	0	177	24	29	66	107	66	p1	286.3	140.7
21	physik	5	1	1	0	0	0	0	223	35	24	66	113	66	p1	361.5	131.4
22	physik	5	1	1	0	0	0	0	188	8	35	66	124	66	p1	532.5	134.5
23	physik	5	1	1	0	0	0	0	134	33	8	66	125	66	p1	549.7	134.3
24	physik	5	1	1	0	0	0	0	225	46	33	66	135	66	p1	728.5	140.5
25	physik	5	1	1	0	0	0	0	190	21	46	66	146	66	p1	905.0	143.6
26	physik	5	1	1	0	0	0	0	239	36	21	66	151	66	p1	966.1	143.3
27	physik	5	1	1	0	0	0	0	229	26	36	66	162	66	p1	1144.1	116.2
28	physik	5	1	1	0	0	0	0	216	27	26	66	166	66	p1	1205.5	148.0
29	physik	5	1	1	0	0	0	0	489	21	27	66	173	66	p1	1318.7	155.3
30	physik	5	1	1	0	0	0	0	239	17	21	66	170	66	p1	1280.9	150.6
31	physik	5	1	1	0	0	0	0	187	19	17	66	174	66	p1	1334.3	152.6
