fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	aoi	reader_id	item_id	fixation_position_x	fixation_position_y
1	physik	7	0	0	1	0	1	1	367	23	.	80	.	80	p3	78.8	41.6
2	physik	7	0	0	1	0	1	1	199	21	23	80	5	80	p3	158.8	48.0
3	physik	7	0	0	1	0	1	1	200	21	21	80	10	80	p3	228.2	38.6
4	physik	7	0	0	1	0	1	1	300	17	21	80	16	80	p3	306.4	39.2
5	physik	7	0	0	1	0	1	1	248	37	17	80	18	80	p3	359.1	32.2
6	physik	7	0	0	1	0	1	1	275	19	37	80	7	80	p3	179.6	44.3
7	physik	7	0	0	1	0	1	1	292	29	19	80	10	80	p3	230.1	44.5
8	physik	7	0	0	1	0	1	1	248	20	29	80	19	80	p3	369.7	45.9
9	physik	7	0	0	1	0	1	1	155	23	20	80	24	80	p3	435.7	36.1
10	physik	7	0	0	1	0	1	1	187	24	23	80	29	80	p3	530.9	43.1
11	physik	7	0	0	1	0	1	1	206	33	24	80	36	80	p3	626.8	46.0
12	physik	7	0	0	1	0	1	1	283	26	33	80	42	80	p3	735.2	47.5
13	physik	7	0	0	1	0	1	1	233	23	26	80	48	80	p3	826.8	51.1
14	physik	7	0	0	1	0	1	1	178	23	23	80	54	80	p3	910.3	49.9
15	physik	7	0	0	1	0	1	1	253	26	23	80	58	80	p3	973.2	49.3
16	physik	7	0	0	1	0	1	1	270	25	26	80	63	80	p3	1054.0	47.4
17	physik	7	0	0	1	0	1	1	240	24	25	80	69	80	p3	1157.2	45.5
18	physik	7	0	0	1	0	1	1	250	10	24	80	74	80	p3	1236.8	55.8
19	physik	7	0	0	1	0	1	1	188	22	10	80	73	80	p3	1214.8	51.8
20	physik	7	0	0	1	0	1	1	246	25	22	80	78	80	p3	1289.4	54.8
21	physik	7	0	0	1	0	1	1	181	15	25	80	84	80	p3	1383.0	60.0
22	physik	7	0	0	1	0	1	1	164	27	15	80	85	80	p3	1412.9	48.2
23	physik	7	0	0	1	0	1	1	170	21	27	80	90	80	p3	1506.0	43.7
24	physik	7	0	0	1	0	1	1	170	99	21	80	96	80	p3	1596.1	39.3
25	physik	7	0	0	1	0	1	1	118	26	99	80	5	80	p3	157.0	91.4
26	physik	7	0	0	1	0	1	1	224	28	26	80	100	80	p3	105.5	124.7
27	physik	7	0	0	1	0	1	1	220	29	28	80	109	80	p3	234.8	114.2
28	physik	7	0	0	1	0	1	1	175	25	29	80	117	80	p3	366.0	135.1
29	physik	7	0	0	1	0	1	1	205	24	25	80	123	80	p3	470.4	133.1
30	physik	7	0	0	1	0	1	1	172	21	24	80	129	80	p3	544.3	136.4
31	physik	7	0	0	1	0	1	1	117	27	21	80	133	80	p3	607.8	135.0
32	physik	7	0	0	1	0	1	1	253	35	27	80	141	80	p3	728.9	133.6
