fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	aoi	reader_id	item_id	fixation_position_x	fixation_position_y
1	physik	9	1	0	0	1	1	1	228	18	.	81	1	81	p2	83.7	54.4
2	physik	9	1	0	0	1	1	1	229	16	18	81	4	81	p2	128.0	52.9
3	physik	9	1	0	0	1	1	1	209	10	16	81	6	81	p2	159.2	53.8
4	physik	9	1	0	0	1	1	1	80	29	10	81	5	81	p2	137.1	54.5
5	physik	9	1	0	0	1	1	1	242	37	29	81	14	81	p2	280.1	51.3
6	physik	9	1	0	0	1	1	1	163	20	37	81	21	81	p2	395.9	54.3
7	physik	9	1	0	0	1	1	1	114	22	20	81	24	81	p2	434.0	63.9
8	physik	9	1	0	0	1	1	1	242	30	22	81	27	81	p2	489.9	69.3
9	physik	9	1	0	0	1	1	1	402	33	30	81	36	81	p2	628.6	66.5
10	physik	9	1	0	0	1	1	1	161	11	33	81	48	81	p2	807.4	62.8
11	physik	9	1	0	0	1	1	1	172	29	11	81	46	81	p2	785.0	61.4
12	physik	9	1	0	0	1	1	1	397	34	29	81	36	81	p2	636.5	63.7
13	physik	9	1	0	0	1	1	1	260	27	34	81	51	81	p2	862.2	60.8
14	physik	9	1	0	0	1	1	1	191	25	27	81	56	81	p2	946.9	58.6
15	physik	9	1	0	0	1	1	1	529	20	25	81	61	81	p2	1029.4	59.7
16	physik	9	1	0	0	1	1	1	199	31	20	81	66	81	p2	1092.0	63.6
17	physik	9	1	0	0	1	1	1	258	169	31	81	74	81	p2	1227.5	60.7
18	physik	9	1	0	0	1	1	1	176	23	169	81	81	81	p2	1333.2	65.3
19	physik	9	1	0	0	1	1	1	253	23	23	81	86	81	p2	1413.9	60.8
20	physik	9	1	0	0	1	1	1	237	16	23	81	91	81	p2	1483.5	52.3
21	physik	9	1	0	0	1	1	1	251	17	16	81	94	81	p2	1523.5	47.7
22	physik	9	1	0	0	1	1	1	113	105	17	81	96	81	p2	1560.4	46.4
23	physik	9	1	0	0	1	1	1	56	43	105	81	111	81	p2	265.3	163.5
24	physik	9	1	0	0	1	1	1	193	25	43	81	99	81	p2	99.4	156.4
25	physik	9	1	0	0	1	1	1	420	23	25	81	102	81	p2	137.6	152.6
26	physik	9	1	0	0	1	1	1	177	26	23	81	106	81	p2	197.2	152.8
27	physik	9	1	0	0	1	1	1	231	21	26	81	111	81	p2	275.5	151.5
28	physik	9	1	0	0	1	1	1	206	28	21	81	115	81	p2	324.2	157.8
29	physik	9	1	0	0	1	1	1	250	24	28	81	124	81	p2	464.0	162.7
30	physik	9	1	0	0	1	1	1	126	26	24	81	129	81	p2	547.5	150.9
31	physik	9	1	0	0	1	1	1	155	138	26	81	134	81	p2	632.4	149.4
32	physik	9	1	0	0	1	1	1	27	40	138	81	145	81	p2	788.6	146.3
33	physik	9	1	0	0	1	1	1	88	21	40	81	152	81	p2	903.2	141.9
34	physik	9	1	0	0	1	1	1	236	31	21	81	149	81	p2	851.8	141.1
35	physik	9	1	0	0	1	1	1	278	22	31	81	140	81	p2	716.3	140.5
36	physik	9	1	0	0	1	1	1	206	139	22	81	136	81	p2	661.3	146.3
37	physik	9	1	0	0	1	1	1	197	26	139	81	108	81	p2	227.1	150.8
38	physik	9	1	0	0	1	1	1	179	54	26	81	115	81	p2	319.0	158.0
39	physik	9	1	0	0	1	1	1	147	23	54	81	158	81	p2	979.1	150.1
40	physik	9	1	0	0	1	1	1	221	20	23	81	161	81	p2	1044.7	152.5
41	physik	9	1	0	0	1	1	1	198	28	20	81	165	81	p2	1109.8	150.3
42	physik	9	1	0	0	1	1	1	161	17	28	81	169	81	p2	1198.5	150.1
43	physik	9	1	0	0	1	1	1	117	35	17	81	168	81	p2	1166.2	149.1
44	physik	9	1	0	0	1	1	1	284	21	35	81	183	81	p2	1396.1	152.0
45	physik	9	1	0	0	1	1	1	235	19	21	81	187	81	p2	1472.8	149.4
46	physik	9	1	0	0	1	1	1	25	27	19	81	190	81	p2	1507.2	144.1
47	physik	9	1	0	0	1	1	1	222	28	27	81	182	81	p2	1395.1	139.1
48	physik	9	1	0	0	1	1	1	248	13	28	81	174	81	p2	1264.0	140.6
49	physik	9	1	0	0	1	1	1	91	29	13	81	176	81	p2	1289.4	142.1
50	physik	9	1	0	0	1	1	1	126	26	29	81	183	81	p2	1407.9	137.0
51	physik	9	1	0	0	1	1	1	187	93	26	81	190	81	p2	1514.6	143.8
52	physik	9	1	0	0	1	1	1	188	22	93	81	201	81	p2	147.4	223.4
53	physik	9	1	0	0	1	1	1	97	134	22	81	197	81	p2	90.9	227.6
54	physik	9	1	0	0	1	1	1	155	22	134	81	211	81	p2	300.6	251.2
55	physik	9	1	0	0	1	1	1	177	28	22	81	209	81	p2	257.9	242.6
56	physik	9	1	0	0	1	1	1	114	118	28	81	215	81	p2	375.1	242.2
57	physik	9	1	0	0	1	1	1	26	26	118	81	212	81	p2	325.9	247.0
58	physik	9	1	0	0	1	1	1	66	162	26	81	208	81	p2	251.9	245.9
59	physik	9	1	0	0	1	1	1	150	26	162	81	209	81	p2	260.2	244.5
60	physik	9	1	0	0	1	1	1	187	21	26	81	214	81	p2	355.2	247.2
61	physik	9	1	0	0	1	1	1	241	29	21	81	217	81	p2	403.2	245.2
62	physik	9	1	0	0	1	1	1	108	149	29	81	226	81	p2	545.2	246.5
63	physik	9	1	0	0	1	1	1	115	30	149	81	228	81	p2	582.9	243.8
64	physik	9	1	0	0	1	1	1	103	169	30	81	238	81	p2	724.7	244.2
65	physik	9	1	0	0	1	1	1	243	14	169	81	242	81	p2	800.5	226.8
66	physik	9	1	0	0	1	1	1	346	20	14	81	244	81	p2	824.1	235.3
67	physik	9	1	0	0	1	1	1	354	26	20	81	247	81	p2	875.3	239.5
68	physik	9	1	0	0	1	1	1	242	33	26	81	241	81	p2	783.8	238.3
69	physik	9	1	0	0	1	1	1	206	10	33	81	257	81	p2	1023.3	230.0
70	physik	9	1	0	0	1	1	1	153	152	10	81	256	81	p2	1004.7	232.4
71	physik	9	1	0	0	1	1	1	168	29	152	81	258	81	p2	1039.1	234.1
72	physik	9	1	0	0	1	1	1	211	28	29	81	267	81	p2	1175.7	241.3
73	physik	9	1	0	0	1	1	1	179	11	28	81	273	81	p2	1272.4	243.0
74	physik	9	1	0	0	1	1	1	117	24	11	81	271	81	p2	1252.8	246.9
75	physik	9	1	0	0	1	1	1	315	34	24	81	267	81	p2	1176.2	242.8
76	physik	9	1	0	0	1	1	1	233	15	34	81	281	81	p2	1401.6	234.5
77	physik	9	1	0	0	1	1	1	175	24	15	81	283	81	p2	1426.4	230.8
78	physik	9	1	0	0	1	1	1	406	17	24	81	289	81	p2	1533.7	232.6
79	physik	9	1	0	0	1	1	1	363	210	17	81	292	81	p2	1570.9	236.7
80	physik	9	1	0	0	1	1	1	172	24	210	81	243	81	p2	817.0	246.0
81	physik	9	1	0	0	1	1	1	274	60	24	81	240	81	p2	767.2	239.7
82	physik	9	1	0	0	1	1	1	127	38	60	81	299	81	p2	169.5	317.9
83	physik	9	1	0	0	1	1	1	228	26	38	81	.	81	p2	80.1	308.9
