fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	aoi	reader_id	item_id	fixation_position_x	fixation_position_y
1	physik	8	1	0	0	0	1	1	4	7	.	102	334	102	p4	808.9	344.7
2	physik	8	1	0	0	0	1	1	204	84	7	102	334	102	p4	817.9	343.9
3	physik	8	1	0	0	0	1	1	129	15	84	102	2	102	p4	107.9	30.2
4	physik	8	1	0	0	0	1	1	109	24	15	102	2	102	p4	106.6	41.3
5	physik	8	1	0	0	0	1	1	149	23	24	102	7	102	p4	177.8	45.7
6	physik	8	1	0	0	0	1	1	174	24	23	102	11	102	p4	263.6	38.1
7	physik	8	1	0	0	0	1	1	235	18	24	102	16	102	p4	338.7	31.9
8	physik	8	1	0	0	0	1	1	210	18	18	102	13	102	p4	300.2	37.4
9	physik	8	1	0	0	0	1	1	225	15	18	102	11	102	p4	266.8	31.5
10	physik	8	1	0	0	0	1	1	180	16	15	102	13	102	p4	295.6	31.6
11	physik	8	1	0	0	0	1	1	314	18	16	102	16	102	p4	336.3	34.5
12	physik	8	1	0	0	0	1	1	159	26	18	102	20	102	p4	391.7	37.3
13	physik	8	1	0	0	0	1	1	286	19	26	102	27	102	p4	501.9	26.5
14	physik	8	1	0	0	0	1	1	220	11	19	102	.	102	p4	554.7	20.4
15	physik	8	1	0	0	0	1	1	151	111	11	102	.	102	p4	527.0	16.5
16	physik	8	1	0	0	0	1	1	156	13	111	102	.	102	p4	501.9	-9.3
17	physik	8	1	0	0	0	1	1	147	27	13	102	.	102	p4	499.2	20.2
18	physik	8	1	0	0	0	1	1	259	11	27	102	33	102	p4	587.7	27.8
19	physik	8	1	0	0	0	1	1	212	18	11	102	31	102	p4	559.8	29.6
20	physik	8	1	0	0	0	1	1	163	25	18	102	29	102	p4	539.7	30.2
21	physik	8	1	0	0	0	1	1	218	30	25	102	34	102	p4	600.4	33.3
22	physik	8	1	0	0	0	1	1	211	32	30	102	41	102	p4	719.8	41.5
23	physik	8	1	0	0	0	1	1	336	28	32	102	47	102	p4	834.2	31.9
24	physik	8	1	0	0	0	1	1	206	33	28	102	43	102	p4	746.2	35.8
25	physik	8	1	0	0	0	1	1	211	35	33	102	.	102	p4	874.0	20.8
26	physik	8	1	0	0	0	1	1	137	32	35	102	58	102	p4	985.0	31.1
27	physik	8	1	0	0	0	1	1	155	21	32	102	65	102	p4	1107.2	44.5
28	physik	8	1	0	0	0	1	1	175	34	21	102	61	102	p4	1048.4	47.3
29	physik	8	1	0	0	0	1	1	322	19	34	102	75	102	p4	1281.8	36.9
30	physik	8	1	0	0	0	1	1	290	21	19	102	78	102	p4	1318.0	35.4
31	physik	8	1	0	0	0	1	1	95	28	21	102	83	102	p4	1386.1	27.9
32	physik	8	1	0	0	0	1	1	271	110	28	102	91	102	p4	1509.8	35.2
33	physik	8	1	0	0	0	1	1	108	24	110	102	100	102	p4	147.1	104.3
34	physik	8	1	0	0	0	1	1	277	13	24	102	96	102	p4	86.0	119.5
35	physik	8	1	0	0	0	1	1	162	27	13	102	98	102	p4	112.3	125.0
36	physik	8	1	0	0	0	1	1	270	23	27	102	108	102	p4	264.1	122.4
37	physik	8	1	0	0	0	1	1	141	27	23	102	112	102	p4	326.4	129.6
38	physik	8	1	0	0	0	1	1	180	198	27	102	121	102	p4	470.6	142.8
39	physik	8	1	0	0	0	1	1	265	38	198	102	125	102	p4	540.8	125.0
40	physik	8	1	0	0	0	1	1	337	41	38	102	138	102	p4	740.7	138.7
41	physik	8	1	0	0	0	1	1	421	31	41	102	152	102	p4	969.3	123.9
42	physik	8	1	0	0	0	1	1	215	26	31	102	161	102	p4	1108.3	121.3
43	physik	8	1	0	0	0	1	1	299	11	26	102	168	102	p4	1216.5	120.6
44	physik	8	1	0	0	0	1	1	192	9	11	102	170	102	p4	1246.8	123.4
45	physik	8	1	0	0	0	1	1	188	27	9	102	169	102	p4	1229.4	124.5
46	physik	8	1	0	0	0	1	1	263	26	27	102	175	102	p4	1321.7	141.0
47	physik	8	1	0	0	0	1	1	197	119	26	102	182	102	p4	1448.4	154.5
48	physik	8	1	0	0	0	1	1	292	13	119	102	190	102	p4	1555.0	144.7
49	physik	8	1	0	0	0	1	1	363	113	13	102	191	102	p4	1576.0	156.7
50	physik	8	1	0	0	0	1	1	104	22	113	102	201	102	p4	153.5	187.0
51	physik	8	1	0	0	0	1	1	192	24	22	102	198	102	p4	108.7	210.8
52	physik	8	1	0	0	0	1	1	236	10	24	102	203	102	p4	189.3	224.0
53	physik	8	1	0	0	0	1	1	329	19	10	102	203	102	p4	178.2	221.1
54	physik	8	1	0	0	0	1	1	228	26	19	102	207	102	p4	237.4	224.2
55	physik	8	1	0	0	0	1	1	176	29	26	102	213	102	p4	343.1	225.3
56	physik	8	1	0	0	0	1	1	230	26	29	102	220	102	p4	458.8	234.6
57	physik	8	1	0	0	0	1	1	164	26	26	102	226	102	p4	566.2	231.3
58	physik	8	1	0	0	0	1	1	278	27	26	102	231	102	p4	664.7	236.9
59	physik	8	1	0	0	0	1	1	244	21	27	102	238	102	p4	788.5	233.8
60	physik	8	1	0	0	0	1	1	174	29	21	102	244	102	p4	865.8	235.1
61	physik	8	1	0	0	0	1	1	76	136	29	102	252	102	p4	994.7	235.5
62	physik	8	1	0	0	0	1	1	167	7	136	102	250	102	p4	967.6	209.6
63	physik	8	1	0	0	0	1	1	207	35	7	102	249	102	p4	956.3	225.6
64	physik	8	1	0	0	0	1	1	217	25	35	102	262	102	p4	1150.0	222.1
65	physik	8	1	0	0	0	1	1	231	23	25	102	266	102	p4	1227.0	219.4
66	physik	8	1	0	0	0	1	1	195	142	23	102	167	102	p4	1211.0	138.7
67	physik	8	1	0	0	0	1	1	218	24	142	102	261	102	p4	1144.9	214.1
68	physik	8	1	0	0	0	1	1	284	27	24	102	266	102	p4	1226.5	210.9
69	physik	8	1	0	0	0	1	1	426	30	27	102	272	102	p4	1306.0	220.2
70	physik	8	1	0	0	0	1	1	176	130	30	102	281	102	p4	1447.3	230.7
71	physik	8	1	0	0	0	1	1	202	19	130	102	285	102	p4	1522.1	209.5
72	physik	8	1	0	0	0	1	1	848	13	19	102	288	102	p4	1573.8	231.3
73	physik	8	1	0	0	0	1	1	178	100	13	102	.	102	p4	1603.9	244.7
74	physik	8	1	0	0	0	1	1	95	36	100	102	295	102	p4	187.5	304.8
75	physik	8	1	0	0	0	1	1	420	150	36	102	292	102	p4	116.4	321.7
76	physik	8	1	0	0	0	1	1	310	33	150	102	293	102	p4	147.1	308.3
77	physik	8	1	0	0	0	1	1	183	27	33	102	303	102	p4	309.8	320.7
78	physik	8	1	0	0	0	1	1	267	25	27	102	309	102	p4	414.5	316.3
79	physik	8	1	0	0	0	1	1	230	28	25	102	314	102	p4	495.7	319.3
80	physik	8	1	0	0	0	1	1	186	27	28	102	320	102	p4	599.0	322.2
81	physik	8	1	0	0	0	1	1	526	44	27	102	328	102	p4	734.8	322.7
82	physik	8	1	0	0	0	1	1	158	5	44	102	340	102	p4	926.9	324.8
83	physik	8	1	0	0	0	1	1	291	26	5	102	341	102	p4	941.3	309.2
84	physik	8	1	0	0	0	1	1	190	26	26	102	337	102	p4	872.1	309.6
85	physik	8	1	0	0	0	1	1	231	28	26	102	343	102	p4	978.6	307.5
86	physik	8	1	0	0	0	1	1	201	20	28	102	349	102	p4	1086.1	302.1
87	physik	8	1	0	0	0	1	1	331	21	20	102	353	102	p4	1131.1	303.0
88	physik	8	1	0	0	0	1	1	334	20	21	102	349	102	p4	1078.6	306.3
89	physik	8	1	0	0	0	1	1	385	19	20	102	352	102	p4	1117.6	317.9
90	physik	8	1	0	0	0	1	1	227	25	19	102	355	102	p4	1169.1	313.8
91	physik	8	1	0	0	0	1	1	349	160	25	102	362	102	p4	1270.6	307.6
92	physik	8	1	0	0	0	1	1	211	21	160	102	373	102	p4	1441.5	317.1
93	physik	8	1	0	0	0	1	1	576	113	21	102	.	102	p4	1508.6	307.6
94	physik	8	1	0	0	0	1	1	106	34	113	102	382	102	p4	162.6	387.4
95	physik	8	1	0	0	0	1	1	152	21	34	102	378	102	p4	96.7	377.4
96	physik	8	1	0	0	0	1	1	187	19	21	102	381	102	p4	142.0	384.2
97	physik	8	1	0	0	0	1	1	262	28	19	102	385	102	p4	192.7	392.4
98	physik	8	1	0	0	0	1	1	305	10	28	102	392	102	p4	310.0	394.2
99	physik	8	1	0	0	0	1	1	223	24	10	102	394	102	p4	335.0	392.1
100	physik	8	1	0	0	0	1	1	736	164	24	102	399	102	p4	419.0	390.2
101	physik	8	1	0	0	0	1	1	154	27	164	102	404	102	p4	506.5	392.6
102	physik	8	1	0	0	0	1	1	239	26	27	102	409	102	p4	594.6	396.8
103	physik	8	1	0	0	0	1	1	169	26	26	102	414	102	p4	692.3	391.9
104	physik	8	1	0	0	0	1	1	253	24	26	102	410	102	p4	620.6	386.4
105	physik	8	1	0	0	0	1	1	166	28	24	102	407	102	p4	557.5	385.7
106	physik	8	1	0	0	0	1	1	176	29	28	102	412	102	p4	656.1	387.0
107	physik	8	1	0	0	0	1	1	236	24	29	102	420	102	p4	791.5	386.2
108	physik	8	1	0	0	0	1	1	205	25	24	102	424	102	p4	865.1	381.2
109	physik	8	1	0	0	0	1	1	217	27	25	102	429	102	p4	947.4	384.0
110	physik	8	1	0	0	0	1	1	191	152	27	102	435	102	p4	1043.9	389.2
111	physik	8	1	0	0	0	1	1	133	7	152	102	446	102	p4	1218.9	385.1
112	physik	8	1	0	0	0	1	1	146	33	7	102	445	102	p4	1203.9	387.5
113	physik	8	1	0	0	0	1	1	311	27	33	102	454	102	p4	1344.9	388.3
114	physik	8	1	0	0	0	1	1	373	21	27	102	460	102	p4	1460.7	388.7
115	physik	8	1	0	0	0	1	1	374	110	21	102	464	102	p4	1525.4	379.2
116	physik	8	1	0	0	0	1	1	92	26	110	102	476	102	p4	201.6	447.0
117	physik	8	1	0	0	0	1	1	389	22	26	102	471	102	p4	108.0	453.2
118	physik	8	1	0	0	0	1	1	174	27	22	102	474	102	p4	171.2	452.9
119	physik	8	1	0	0	0	1	1	228	20	27	102	480	102	p4	268.6	458.6
120	physik	8	1	0	0	0	1	1	113	156	20	102	485	102	p4	346.5	472.9
121	physik	8	1	0	0	0	1	1	134	31	156	102	488	102	p4	404.3	444.2
122	physik	8	1	0	0	0	1	1	264	22	31	102	496	102	p4	550.8	456.7
123	physik	8	1	0	0	0	1	1	204	25	22	102	493	102	p4	511.6	462.1
124	physik	8	1	0	0	0	1	1	164	29	25	102	500	102	p4	614.1	456.3
125	physik	8	1	0	0	0	1	1	264	33	29	102	508	102	p4	756.6	459.2
126	physik	8	1	0	0	0	1	1	208	26	33	102	516	102	p4	886.0	453.3
127	physik	8	1	0	0	0	1	1	228	22	26	102	523	102	p4	998.3	461.3
128	physik	8	1	0	0	0	1	1	132	31	22	102	526	102	p4	1054.4	456.7
129	physik	8	1	0	0	0	1	1	253	28	31	102	536	102	p4	1222.5	458.4
130	physik	8	1	0	0	0	1	1	240	22	28	102	543	102	p4	1323.7	456.9
131	physik	8	1	0	0	0	1	1	242	34	22	102	549	102	p4	1405.9	454.4
