fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	aoi	reader_id	item_id	fixation_position_x	fixation_position_y
1	bio	6	0	0	0	1	1	0	1090	17	.	14	2	14	b5	105.4	67.9
2	bio	6	0	0	0	1	1	0	244	16	17	14	5	14	b5	151.2	63.4
3	bio	6	0	0	0	1	1	0	185	24	16	14	8	14	b5	197.2	58.8
4	bio	6	0	0	0	1	1	0	201	18	24	14	12	14	b5	276.3	59.8
5	bio	6	0	0	0	1	1	0	56	32	18	14	14	14	b5	321.0	61.1
6	bio	6	0	0	0	1	1	0	536	18	32	14	18	14	b5	380.7	63.0
7	bio	6	0	0	0	1	1	0	312	16	18	14	20	14	b5	407.7	59.9
8	bio	6	0	0	0	1	1	0	95	25	16	14	22	14	b5	440.3	58.7
9	bio	6	0	0	0	1	1	0	267	9	25	14	28	14	b5	534.8	58.0
10	bio	6	0	0	0	1	1	0	122	30	9	14	29	14	b5	554.0	50.5
11	bio	6	0	0	0	1	1	0	311	48	30	14	21	14	b5	416.8	34.2
12	bio	6	0	0	0	1	1	0	243	12	48	14	37	14	b5	692.9	42.1
13	bio	6	0	0	0	1	1	0	218	16	12	14	39	14	b5	710.2	48.3
14	bio	6	0	0	0	1	1	0	221	22	16	14	36	14	b5	666.2	55.0
15	bio	6	0	0	0	1	1	0	190	20	22	14	40	14	b5	732.4	62.1
16	bio	6	0	0	0	1	1	0	185	25	20	14	43	14	b5	780.4	60.4
17	bio	6	0	0	0	1	1	0	246	14	25	14	46	14	b5	849.6	64.2
18	bio	6	0	0	0	1	1	0	345	46	14	14	48	14	b5	873.1	61.8
19	bio	6	0	0	0	1	1	0	261	9	46	14	58	14	b5	1024.3	49.8
20	bio	6	0	0	0	1	1	0	348	25	9	14	59	14	b5	1034.6	53.9
21	bio	6	0	0	0	1	1	0	262	18	25	14	66	14	b5	1154.1	48.3
22	bio	6	0	0	0	1	1	0	189	25	18	14	69	14	b5	1196.3	46.9
23	bio	6	0	0	0	1	1	0	487	22	25	14	75	14	b5	1292.8	55.6
24	bio	6	0	0	0	1	1	0	59	32	22	14	80	14	b5	1374.7	52.5
25	bio	6	0	0	0	1	1	0	237	20	32	14	83	14	b5	1432.1	53.8
26	bio	6	0	0	0	1	1	0	201	88	20	14	86	14	b5	1476.6	51.6
27	bio	6	0	0	0	1	1	0	144	24	88	14	95	14	b5	166.8	124.3
28	bio	6	0	0	0	1	1	0	357	18	24	14	91	14	b5	118.9	118.5
29	bio	6	0	0	0	1	1	0	409	23	18	14	94	14	b5	163.3	127.3
30	bio	6	0	0	0	1	1	0	260	31	23	14	97	14	b5	202.3	147.4
31	bio	6	0	0	0	1	1	0	347	25	31	14	105	14	b5	325.1	162.6
32	bio	6	0	0	0	1	1	0	386	35	25	14	112	14	b5	431.9	164.9
33	bio	6	0	0	0	1	1	0	259	34	35	14	106	14	b5	335.5	160.9
34	bio	6	0	0	0	1	1	0	197	13	34	14	111	14	b5	427.9	171.7
35	bio	6	0	0	0	1	1	0	411	22	13	14	113	14	b5	446.3	159.1
36	bio	6	0	0	0	1	1	0	275	40	22	14	117	14	b5	515.7	149.5
37	bio	6	0	0	0	1	1	0	146	23	40	14	111	14	b5	413.6	139.6
38	bio	6	0	0	0	1	1	0	158	67	23	14	115	14	b5	491.8	148.6
39	bio	6	0	0	0	1	1	0	104	25	67	14	73	14	b5	1264.7	59.3
40	bio	6	0	0	0	1	1	0	271	32	25	14	81	14	b5	1394.0	53.9
41	bio	6	0	0	0	1	1	0	216	31	32	14	75	14	b5	1291.9	51.7
42	bio	6	0	0	0	1	1	0	273	43	31	14	68	14	b5	1182.8	51.0
43	bio	6	0	0	0	1	1	0	278	17	43	14	57	14	b5	1009.8	52.5
44	bio	6	0	0	0	1	1	0	256	43	17	14	59	14	b5	1038.9	45.3
45	bio	6	0	0	0	1	1	0	281	32	43	14	67	14	b5	1164.1	51.3
46	bio	6	0	0	0	1	1	0	287	9	32	14	76	14	b5	1308.1	40.4
47	bio	6	0	0	0	1	1	0	99	28	9	14	75	14	b5	1288.6	37.8
48	bio	6	0	0	0	1	1	0	281	20	28	14	82	14	b5	1411.1	37.0
49	bio	6	0	0	0	1	1	0	83	108	20	14	85	14	b5	1455.6	45.3
50	bio	6	0	0	0	1	1	0	203	26	108	14	94	14	b5	157.5	118.0
51	bio	6	0	0	0	1	1	0	326	21	26	14	103	14	b5	299.9	139.4
52	bio	6	0	0	0	1	1	0	86	36	21	14	106	14	b5	333.0	147.2
53	bio	6	0	0	0	1	1	0	214	24	36	14	96	14	b5	184.5	139.6
54	bio	6	0	0	0	1	1	0	764	25	24	14	93	14	b5	140.1	128.5
55	bio	6	0	0	0	1	1	0	134	25	25	14	100	14	b5	242.0	110.8
56	bio	6	0	0	0	1	1	0	439	17	25	14	108	14	b5	362.0	111.5
57	bio	6	0	0	0	1	1	0	144	20	17	14	111	14	b5	416.3	124.4
58	bio	6	0	0	0	1	1	0	744	174	20	14	113	14	b5	452.2	135.0
59	bio	6	0	0	0	1	1	0	156	23	174	14	117	14	b5	522.8	146.6
60	bio	6	0	0	0	1	1	0	226	16	23	14	121	14	b5	593.9	159.4
61	bio	6	0	0	0	1	1	0	53	22	16	14	122	14	b5	625.7	163.6
62	bio	6	0	0	0	1	1	0	138	11	22	14	126	14	b5	669.9	167.8
63	bio	6	0	0	0	1	1	0	231	22	11	14	124	14	b5	643.6	169.0
64	bio	6	0	0	0	1	1	0	174	20	22	14	126	14	b5	668.6	173.3
65	bio	6	0	0	0	1	1	0	195	14	20	14	124	14	b5	650.5	161.6
66	bio	6	0	0	0	1	1	0	142	26	14	14	123	14	b5	630.8	152.2
67	bio	6	0	0	0	1	1	0	192	21	26	14	132	14	b5	773.2	153.5
68	bio	6	0	0	0	1	1	0	172	13	21	14	135	14	b5	812.9	148.2
69	bio	6	0	0	0	1	1	0	78	33	13	14	134	14	b5	794.7	144.6
70	bio	6	0	0	0	1	1	0	187	31	33	14	142	14	b5	945.4	127.2
71	bio	6	0	0	0	1	1	0	181	25	31	14	148	14	b5	1019.1	129.9
72	bio	6	0	0	0	1	1	0	219	24	25	14	152	14	b5	1077.0	142.7
73	bio	6	0	0	0	1	1	0	99	45	24	14	155	14	b5	1125.4	144.8
74	bio	6	0	0	0	1	1	0	392	33	45	14	165	14	b5	1287.9	138.6
75	bio	6	0	0	0	1	1	0	235	23	33	14	172	14	b5	1408.8	127.7
76	bio	6	0	0	0	1	1	0	195	26	23	14	177	14	b5	1475.4	125.0
77	bio	6	0	0	0	1	1	0	233	95	26	14	185	14	b5	1600.8	124.4
78	bio	6	0	0	0	1	1	0	85	34	95	14	195	14	b5	194.2	188.7
79	bio	6	0	0	0	1	1	0	157	24	34	14	189	14	b5	113.5	204.4
80	bio	6	0	0	0	1	1	0	291	22	24	14	192	14	b5	150.1	217.1
81	bio	6	0	0	0	1	1	0	156	25	22	14	195	14	b5	203.8	220.7
82	bio	6	0	0	0	1	1	0	365	25	25	14	204	14	b5	338.2	233.1
83	bio	6	0	0	0	1	1	0	37	37	25	14	211	14	b5	434.0	240.2
84	bio	6	0	0	0	1	1	0	361	20	37	14	219	14	b5	557.3	243.8
85	bio	6	0	0	0	1	1	0	77	37	20	14	216	14	b5	518.4	242.4
86	bio	6	0	0	0	1	1	0	259	22	37	14	223	14	b5	638.7	241.5
87	bio	6	0	0	0	1	1	0	94	32	22	14	225	14	b5	677.3	242.0
88	bio	6	0	0	0	1	1	0	248	21	32	14	233	14	b5	802.2	237.6
89	bio	6	0	0	0	1	1	0	171	23	21	14	235	14	b5	848.1	226.2
90	bio	6	0	0	0	1	1	0	112	34	23	14	232	14	b5	796.1	222.1
91	bio	6	0	0	0	1	1	0	195	55	34	14	229	14	b5	724.9	221.7
92	bio	6	0	0	0	1	1	0	135	61	55	14	246	14	b5	1023.2	221.8
93	bio	6	0	0	0	1	1	0	246	50	61	14	227	14	b5	704.4	217.1
94	bio	6	0	0	0	1	1	0	91	46	50	14	238	14	b5	890.5	225.7
95	bio	6	0	0	0	1	1	0	249	21	46	14	247	14	b5	1025.2	221.5
96	bio	6	0	0	0	1	1	0	129	20	21	14	249	14	b5	1068.4	220.2
97	bio	6	0	0	0	1	1	0	235	23	20	14	246	14	b5	1010.0	225.8
98	bio	6	0	0	0	1	1	0	108	25	23	14	249	14	b5	1073.9	222.8
99	bio	6	0	0	0	1	1	0	332	16	25	14	257	14	b5	1186.5	232.3
100	bio	6	0	0	0	1	1	0	204	20	16	14	256	14	b5	1176.4	238.5
101	bio	6	0	0	0	1	1	0	261	10	20	14	259	14	b5	1220.0	232.9
102	bio	6	0	0	0	1	1	0	194	43	10	14	260	14	b5	1237.7	226.6
103	bio	6	0	0	0	1	1	0	241	22	43	14	268	14	b5	1370.9	224.6
104	bio	6	0	0	0	1	1	0	216	35	22	14	271	14	b5	1419.9	224.4
105	bio	6	0	0	0	1	1	0	253	7	35	14	276	14	b5	1499.8	226.2
106	bio	6	0	0	0	1	1	0	324	28	7	14	275	14	b5	1484.4	219.1
107	bio	6	0	0	0	1	1	0	320	19	28	14	277	14	b5	1507.3	218.9
108	bio	6	0	0	0	1	1	0	551	16	19	14	279	14	b5	1536.4	207.0
109	bio	6	0	0	0	1	1	0	267	17	16	14	280	14	b5	1553.3	195.2
110	bio	6	0	0	0	1	1	0	75	33	17	14	283	14	b5	1593.0	183.5
111	bio	6	0	0	0	1	1	0	395	33	33	14	273	14	b5	1458.5	193.8
112	bio	6	0	0	0	1	1	0	206	113	33	14	269	14	b5	1382.6	199.0
113	bio	6	0	0	0	1	1	0	29	48	113	14	303	14	b5	340.6	285.9
114	bio	6	0	0	0	1	1	0	67	32	48	14	293	14	b5	202.8	296.9
115	bio	6	0	0	0	1	1	0	153	21	32	14	289	14	b5	135.6	298.6
116	bio	6	0	0	0	1	1	0	267	21	21	14	286	14	b5	86.9	309.5
117	bio	6	0	0	0	1	1	0	400	19	21	14	290	14	b5	150.8	321.9
118	bio	6	0	0	0	1	1	0	158	31	19	14	289	14	b5	145.9	316.0
119	bio	6	0	0	0	1	1	0	290	24	31	14	294	14	b5	209.1	320.0
120	bio	6	0	0	0	1	1	0	72	45	24	14	297	14	b5	252.5	316.6
121	bio	6	0	0	0	1	1	0	377	29	45	14	305	14	b5	380.6	327.6
122	bio	6	0	0	0	1	1	0	426	7	29	14	317	14	b5	567.2	340.7
123	bio	6	0	0	0	1	1	0	155	35	7	14	317	14	b5	556.2	340.9
124	bio	6	0	0	0	1	1	0	177	25	35	14	323	14	b5	661.6	337.3
125	bio	6	0	0	0	1	1	0	243	39	25	14	330	14	b5	769.3	336.1
126	bio	6	0	0	0	1	1	0	85	34	39	14	321	14	b5	628.0	328.0
127	bio	6	0	0	0	1	1	0	144	49	34	14	316	14	b5	555.8	326.0
128	bio	6	0	0	0	1	1	0	258	31	49	14	333	14	b5	817.4	321.3
129	bio	6	0	0	0	1	1	0	79	43	31	14	335	14	b5	861.0	317.6
130	bio	6	0	0	0	1	1	0	238	24	43	14	343	14	b5	980.8	314.8
131	bio	6	0	0	0	1	1	0	230	21	24	14	345	14	b5	1027.5	315.7
132	bio	6	0	0	0	1	1	0	209	30	21	14	350	14	b5	1110.7	317.5
133	bio	6	0	0	0	1	1	0	166	42	30	14	358	14	b5	1228.5	326.0
134	bio	6	0	0	0	1	1	0	185	48	42	14	350	14	b5	1107.4	319.2
135	bio	6	0	0	0	1	1	0	291	35	48	14	361	14	b5	1293.9	329.2
